question_id,prompt,correct_answer,distractor
638,"Q: Which word has more letters, ""century"" or ""match""?
A:",century,match
639,"Q: Which word has more letters, ""life"" or ""worst""?
A:",worst,life
640,"Q: Which word has more letters, ""under"" or ""he""?
A:",under,he
641,"Q: Which word has more letters, ""problem"" or ""fan""?
A:",problem,fan
642,"Q: Which word has more letters, ""crowd"" or ""hockey""?
A:",hockey,crowd
643,"Q: Which word has more letters, ""friend"" or ""upset""?
A:",friend,upset
644,"Q: Which word has more letters, ""math"" or ""oh""?
A:",math,oh
645,"Q: Which word has more letters, ""wild"" or ""neighbor""?
A:",neighbor,wild
646,"Q: Which word has more letters, ""sky"" or ""kite""?
A:",kite,sky
647,"Q: Which word has more letters, ""song"" or ""paint""?
A:",paint,song
648,"Q: Which word has more letters, ""certainly"" or ""break""?
A:",certainly,break
649,"Q: Which word has more letters, ""bag"" or ""castle""?
A:",castle,bag
650,"Q: Which word has more letters, ""keyboard"" or ""wrong""?
A:",keyboard,wrong
651,"Q: Which word has more letters, ""best"" or ""explain""?
A:",explain,best
652,"Q: Which word has more letters, ""listen"" or ""fail""?
A:",listen,fail
653,"Q: Which word has more letters, ""wrong"" or ""garden""?
A:",garden,wrong
654,"Q: Which word has more letters, ""only"" or ""lucky""?
A:",lucky,only
655,"Q: Which word has more letters, ""help"" or ""yes""?
A:",help,yes
656,"Q: Which word has more letters, ""magic"" or ""hey""?
A:",magic,hey
657,"Q: Which word has more letters, ""strange"" or ""flower""?
A:",strange,flower
658,"Q: Which word has more letters, ""father"" or ""details""?
A:",details,father
659,"Q: Which word has more letters, ""block"" or ""rent""?
A:",block,rent
660,"Q: Which word has more letters, ""himself"" or ""one""?
A:",himself,one
661,"Q: Which word has more letters, ""do"" or ""just""?
A:",just,do
662,"Q: Which word has more letters, ""yourself"" or ""ocean""?
A:",yourself,ocean
663,"Q: Which word has more letters, ""take"" or ""rap""?
A:",take,rap
664,"Q: Which word has more letters, ""new"" or ""money""?
A:",money,new
665,"Q: Which word has more letters, ""friend"" or ""bean""?
A:",friend,bean
666,"Q: Which word has more letters, ""each"" or ""guest""?
A:",guest,each
667,"Q: Which word has more letters, ""part"" or ""study""?
A:",study,part
668,"Q: Which word has more letters, ""myself"" or ""rock""?
A:",myself,rock
669,"Q: Which word has more letters, ""tire"" or ""smoking""?
A:",smoking,tire
670,"Q: Which word has more letters, ""uniform"" or ""toe""?
A:",uniform,toe
671,"Q: Which word has more letters, ""late"" or ""might""?
A:",might,late
672,"Q: Which word has more letters, ""bright"" or ""at""?
A:",bright,at
673,"Q: Which word has more letters, ""story"" or ""also""?
A:",story,also
674,"Q: Which word has more letters, ""it"" or ""down""?
A:",down,it
675,"Q: Which word has more letters, ""woman"" or ""surfing""?
A:",surfing,woman
676,"Q: Which word has more letters, ""game"" or ""red""?
A:",game,red
677,"Q: Which word has more letters, ""left"" or ""fresh""?
A:",fresh,left
678,"Q: Which word has more letters, ""himself"" or ""much""?
A:",himself,much
679,"Q: Which word has more letters, ""piano"" or ""club""?
A:",piano,club
680,"Q: Which word has more letters, ""problem"" or ""water""?
A:",problem,water
681,"Q: Which word has more letters, ""spring"" or ""rent""?
A:",spring,rent
682,"Q: Which word has more letters, ""include"" or ""help""?
A:",include,help
683,"Q: Which word has more letters, ""later"" or ""when""?
A:",later,when
684,"Q: Which word has more letters, ""pilot"" or ""them""?
A:",pilot,them
685,"Q: Which word has more letters, ""break"" or ""walking""?
A:",walking,break
686,"Q: Which word has more letters, ""ear"" or ""boyfriend""?
A:",boyfriend,ear
687,"Q: Which word has more letters, ""mix"" or ""roast""?
A:",roast,mix
688,"Q: Which word has more letters, ""fish"" or ""since""?
A:",since,fish
689,"Q: Which word has more letters, ""course"" or ""fast""?
A:",course,fast
690,"Q: Which word has more letters, ""actor"" or ""we""?
A:",actor,we
691,"Q: Which word has more letters, ""diploma"" or ""chat""?
A:",diploma,chat
692,"Q: Which word has more letters, ""listen"" or ""me""?
A:",listen,me
693,"Q: Which word has more letters, ""garlic"" or ""shop""?
A:",garlic,shop
694,"Q: Which word has more letters, ""deck"" or ""cabinet""?
A:",cabinet,deck
695,"Q: Which word has more letters, ""north"" or ""reading""?
A:",reading,north
696,"Q: Which word has more letters, ""mail"" or ""square""?
A:",square,mail
697,"Q: Which word has more letters, ""space"" or ""hair""?
A:",space,hair
698,"Q: Which word has more letters, ""police"" or ""from""?
A:",police,from
699,"Q: Which word has more letters, ""just"" or ""it""?
A:",just,it
700,"Q: Which word has more letters, ""park"" or ""carpet""?
A:",carpet,park
701,"Q: Which word has more letters, ""city"" or ""flower""?
A:",flower,city
702,"Q: Which word has more letters, ""grape"" or ""box""?
A:",grape,box
703,"Q: Which word has more letters, ""clown"" or ""view""?
A:",clown,view
704,"Q: Which word has more letters, ""notice"" or ""dirty""?
A:",notice,dirty
705,"Q: Which word has more letters, ""winter"" or ""story""?
A:",winter,story
706,"Q: Which word has more letters, ""quiz"" or ""boy""?
A:",quiz,boy
707,"Q: Which word has more letters, ""turn"" or ""flower""?
A:",flower,turn
708,"Q: Which word has more letters, ""strange"" or ""ring""?
A:",strange,ring
709,"Q: Which word has more letters, ""double"" or ""time""?
A:",double,time
710,"Q: Which word has more letters, ""flight"" or ""oh""?
A:",flight,oh
711,"Q: Which word has more letters, ""list"" or ""alone""?
A:",alone,list
712,"Q: Which word has more letters, ""project"" or ""she""?
A:",project,she
713,"Q: Which word has more letters, ""stove"" or ""buy""?
A:",stove,buy
714,"Q: Which word has more letters, ""mug"" or ""blanket""?
A:",blanket,mug
715,"Q: Which word has more letters, ""on"" or ""more""?
A:",more,on
716,"Q: Which word has more letters, ""war"" or ""part""?
A:",part,war
717,"Q: Which word has more letters, ""behind"" or ""find""?
A:",behind,find
718,"Q: Which word has more letters, ""hour"" or ""juice""?
A:",juice,hour
719,"Q: Which word has more letters, ""musical"" or ""kite""?
A:",musical,kite
720,"Q: Which word has more letters, ""daughter"" or ""pink""?
A:",daughter,pink
721,"Q: Which word has more letters, ""hi"" or ""guest""?
A:",guest,hi
722,"Q: Which word has more letters, ""sure"" or ""sound""?
A:",sound,sure
723,"Q: Which word has more letters, ""we"" or ""buy""?
A:",buy,we
724,"Q: Which word has more letters, ""details"" or ""menu""?
A:",details,menu
725,"Q: Which word has more letters, ""purse"" or ""time""?
A:",purse,time
726,"Q: Which word has more letters, ""child"" or ""pencil""?
A:",pencil,child
727,"Q: Which word has more letters, ""guide"" or ""our""?
A:",guide,our
728,"Q: Which word has more letters, ""how"" or ""thank""?
A:",thank,how
729,"Q: Which word has more letters, ""enough"" or ""club""?
A:",enough,club
730,"Q: Which word has more letters, ""glad"" or ""maybe""?
A:",maybe,glad
731,"Q: Which word has more letters, ""busy"" or ""write""?
A:",write,busy
732,"Q: Which word has more letters, ""boyfriend"" or ""grade""?
A:",boyfriend,grade
733,"Q: Which word has more letters, ""minus"" or ""danger""?
A:",danger,minus
734,"Q: Which word has more letters, ""uniform"" or ""hard""?
A:",uniform,hard
735,"Q: Which word has more letters, ""mosque"" or ""fly""?
A:",mosque,fly
736,"Q: Which word has more letters, ""famous"" or ""yours""?
A:",famous,yours
737,"Q: Which word has more letters, ""cheap"" or ""holiday""?
A:",holiday,cheap
738,"Q: Which word has more letters, ""low"" or ""when""?
A:",when,low
739,"Q: Which word has more letters, ""camping"" or ""bed""?
A:",camping,bed
740,"Q: Which word has more letters, ""player"" or ""blanket""?
A:",blanket,player
741,"Q: Which word has more letters, ""cow"" or ""lend""?
A:",lend,cow
742,"Q: Which word has more letters, ""fit"" or ""slow""?
A:",slow,fit
743,"Q: Which word has more letters, ""much"" or ""lie""?
A:",much,lie
744,"Q: Which word has more letters, ""head"" or ""plate""?
A:",plate,head
745,"Q: Which word has more letters, ""place"" or ""neighbor""?
A:",neighbor,place
746,"Q: Which word has more letters, ""nature"" or ""quick""?
A:",nature,quick
747,"Q: Which word has more letters, ""crowd"" or ""meat""?
A:",crowd,meat
748,"Q: Which word has more letters, ""anymore"" or ""sea""?
A:",anymore,sea
749,"Q: Which word has more letters, ""explain"" or ""cup""?
A:",explain,cup
750,"Q: Which word has more letters, ""north"" or ""ours""?
A:",north,ours
751,"Q: Which word has more letters, ""rat"" or ""chair""?
A:",chair,rat
752,"Q: Which word has more letters, ""stomach"" or ""bank""?
A:",stomach,bank
753,"Q: Which word has more letters, ""our"" or ""ready""?
A:",ready,our
754,"Q: Which word has more letters, ""heat"" or ""use""?
A:",heat,use
755,"Q: Which word has more letters, ""uncle"" or ""pet""?
A:",uncle,pet
756,"Q: Which word has more letters, ""subject"" or ""move""?
A:",subject,move
757,"Q: Which word has more letters, ""talk"" or ""shelf""?
A:",shelf,talk
758,"Q: Which word has more letters, ""head"" or ""improve""?
A:",improve,head
759,"Q: Which word has more letters, ""worse"" or ""sky""?
A:",worse,sky
760,"Q: Which word has more letters, ""yeah"" or ""dirty""?
A:",dirty,yeah
761,"Q: Which word has more letters, ""kilo"" or ""sad""?
A:",kilo,sad
762,"Q: Which word has more letters, ""dancer"" or ""crowd""?
A:",dancer,crowd
763,"Q: Which word has more letters, ""eat"" or ""father""?
A:",father,eat
764,"Q: Which word has more letters, ""purse"" or ""mosque""?
A:",mosque,purse
765,"Q: Which word has more letters, ""parent"" or ""gas""?
A:",parent,gas
766,"Q: Which word has more letters, ""their"" or ""one""?
A:",their,one
767,"Q: Which word has more letters, ""toy"" or ""angry""?
A:",angry,toy
768,"Q: Which word has more letters, ""alone"" or ""grow""?
A:",alone,grow
769,"Q: Which word has more letters, ""details"" or ""to""?
A:",details,to
770,"Q: Which word has more letters, ""grow"" or ""put""?
A:",grow,put
771,"Q: Which word has more letters, ""far"" or ""plant""?
A:",plant,far
772,"Q: Which word has more letters, ""birthday"" or ""face""?
A:",birthday,face
773,"Q: Which word has more letters, ""war"" or ""adult""?
A:",adult,war
774,"Q: Which word has more letters, ""show"" or ""no""?
A:",show,no
775,"Q: Which word has more letters, ""lunch"" or ""than""?
A:",lunch,than
776,"Q: Which word has more letters, ""speak"" or ""do""?
A:",speak,do
777,"Q: Which word has more letters, ""stadium"" or ""build""?
A:",stadium,build
778,"Q: Which word has more letters, ""site"" or ""quickly""?
A:",quickly,site
779,"Q: Which word has more letters, ""take"" or ""sky""?
A:",take,sky
780,"Q: Which word has more letters, ""later"" or ""very""?
A:",later,very
781,"Q: Which word has more letters, ""swim"" or ""movie""?
A:",movie,swim
782,"Q: Which word has more letters, ""empty"" or ""singular""?
A:",singular,empty
783,"Q: Which word has more letters, ""hotel"" or ""try""?
A:",hotel,try
784,"Q: Which word has more letters, ""once"" or ""guest""?
A:",guest,once
785,"Q: Which word has more letters, ""point"" or ""lost""?
A:",point,lost
786,"Q: Which word has more letters, ""mug"" or ""drum""?
A:",drum,mug
787,"Q: Which word has more letters, ""old"" or ""snake""?
A:",snake,old
788,"Q: Which word has more letters, ""kitchen"" or ""horse""?
A:",kitchen,horse
789,"Q: Which word has more letters, ""forest"" or ""map""?
A:",forest,map
790,"Q: Which word has more letters, ""fat"" or ""skirt""?
A:",skirt,fat
791,"Q: Which word has more letters, ""cabinet"" or ""cover""?
A:",cabinet,cover
792,"Q: Which word has more letters, ""hair"" or ""bridge""?
A:",bridge,hair
793,"Q: Which word has more letters, ""final"" or ""love""?
A:",final,love
794,"Q: Which word has more letters, ""change"" or ""ice""?
A:",change,ice
795,"Q: Which word has more letters, ""since"" or ""cry""?
A:",since,cry
796,"Q: Which word has more letters, ""farm"" or ""young""?
A:",young,farm
797,"Q: Which word has more letters, ""reading"" or ""buy""?
A:",reading,buy
798,"Q: Which word has more letters, ""pocket"" or ""taxi""?
A:",pocket,taxi
799,"Q: Which word has more letters, ""bean"" or ""notes""?
A:",notes,bean
800,"Q: Which word has more letters, ""birthday"" or ""gram""?
A:",birthday,gram
801,"Q: Which word has more letters, ""bar"" or ""suit""?
A:",suit,bar
802,"Q: Which word has more letters, ""orange"" or ""copy""?
A:",orange,copy
803,"Q: Which word has more letters, ""hey"" or ""house""?
A:",house,hey
804,"Q: Which word has more letters, ""wine"" or ""match""?
A:",match,wine
805,"Q: Which word has more letters, ""skating"" or ""dance""?
A:",skating,dance
806,"Q: Which word has more letters, ""must"" or ""itself""?
A:",itself,must
807,"Q: Which word has more letters, ""mistake"" or ""map""?
A:",mistake,map
808,"Q: Which word has more letters, ""date"" or ""steal""?
A:",steal,date
809,"Q: Which word has more letters, ""garlic"" or ""menu""?
A:",garlic,menu
810,"Q: Which word has more letters, ""half"" or ""dangerous""?
A:",dangerous,half
811,"Q: Which word has more letters, ""itself"" or ""half""?
A:",itself,half
812,"Q: Which word has more letters, ""fried"" or ""town""?
A:",fried,town
813,"Q: Which word has more letters, ""take"" or ""bus""?
A:",take,bus
814,"Q: Which word has more letters, ""large"" or ""guy""?
A:",large,guy
815,"Q: Which word has more letters, ""past"" or ""stand""?
A:",stand,past
816,"Q: Which word has more letters, ""policeman"" or ""car""?
A:",policeman,car
817,"Q: Which word has more letters, ""mad"" or ""stop""?
A:",stop,mad
818,"Q: Which word has more letters, ""purse"" or ""year""?
A:",purse,year
819,"Q: Which word has more letters, ""market"" or ""bed""?
A:",market,bed
820,"Q: Which word has more letters, ""stove"" or ""finger""?
A:",finger,stove
821,"Q: Which word has more letters, ""us"" or ""belt""?
A:",belt,us
822,"Q: Which word has more letters, ""just"" or ""movie""?
A:",movie,just
823,"Q: Which word has more letters, ""do"" or ""soap""?
A:",soap,do
824,"Q: Which word has more letters, ""so"" or ""empty""?
A:",empty,so
825,"Q: Which word has more letters, ""lemon"" or ""life""?
A:",lemon,life
826,"Q: Which word has more letters, ""mix"" or ""diary""?
A:",diary,mix
827,"Q: Which word has more letters, ""far"" or ""upset""?
A:",upset,far
828,"Q: Which word has more letters, ""bed"" or ""hers""?
A:",hers,bed
829,"Q: Which word has more letters, ""snow"" or ""me""?
A:",snow,me
830,"Q: Which word has more letters, ""tired"" or ""pain""?
A:",tired,pain
831,"Q: Which word has more letters, ""old"" or ""file""?
A:",file,old
832,"Q: Which word has more letters, ""pig"" or ""history""?
A:",history,pig
833,"Q: Which word has more letters, ""quickly"" or ""drink""?
A:",quickly,drink
834,"Q: Which word has more letters, ""chemistry"" or ""head""?
A:",chemistry,head
835,"Q: Which word has more letters, ""bring"" or ""walk""?
A:",bring,walk
836,"Q: Which word has more letters, ""listen"" or ""love""?
A:",listen,love
837,"Q: Which word has more letters, ""bat"" or ""fresh""?
A:",fresh,bat
838,"Q: Which word has more letters, ""cream"" or ""various""?
A:",various,cream
839,"Q: Which word has more letters, ""bike"" or ""train""?
A:",train,bike
840,"Q: Which word has more letters, ""brain"" or ""police""?
A:",police,brain
841,"Q: Which word has more letters, ""carpet"" or ""sad""?
A:",carpet,sad
842,"Q: Which word has more letters, ""nurse"" or ""ham""?
A:",nurse,ham
843,"Q: Which word has more letters, ""mine"" or ""bridge""?
A:",bridge,mine
844,"Q: Which word has more letters, ""round"" or ""sit""?
A:",round,sit
845,"Q: Which word has more letters, ""next"" or ""sit""?
A:",next,sit
846,"Q: Which word has more letters, ""me"" or ""once""?
A:",once,me
847,"Q: Which word has more letters, ""at"" or ""hotel""?
A:",hotel,at
848,"Q: Which word has more letters, ""hour"" or ""stamp""?
A:",stamp,hour
849,"Q: Which word has more letters, ""lamp"" or ""who""?
A:",lamp,who
850,"Q: Which word has more letters, ""guitar"" or ""fun""?
A:",guitar,fun
851,"Q: Which word has more letters, ""what"" or ""monkey""?
A:",monkey,what
852,"Q: Which word has more letters, ""often"" or ""push""?
A:",often,push
853,"Q: Which word has more letters, ""toy"" or ""rain""?
A:",rain,toy
854,"Q: Which word has more letters, ""hope"" or ""chain""?
A:",chain,hope
855,"Q: Which word has more letters, ""subject"" or ""clown""?
A:",subject,clown
856,"Q: Which word has more letters, ""drive"" or ""fog""?
A:",drive,fog
857,"Q: Which word has more letters, ""grape"" or ""run""?
A:",grape,run
858,"Q: Which word has more letters, ""tea"" or ""sport""?
A:",sport,tea
859,"Q: Which word has more letters, ""their"" or ""gym""?
A:",their,gym
860,"Q: Which word has more letters, ""fact"" or ""table""?
A:",table,fact
861,"Q: Which word has more letters, ""enjoy"" or ""work""?
A:",enjoy,work
862,"Q: Which word has more letters, ""must"" or ""bad""?
A:",must,bad
863,"Q: Which word has more letters, ""actor"" or ""hockey""?
A:",hockey,actor
864,"Q: Which word has more letters, ""store"" or ""glad""?
A:",store,glad
865,"Q: Which word has more letters, ""answer"" or ""point""?
A:",answer,point
866,"Q: Which word has more letters, ""fork"" or ""her""?
A:",fork,her
867,"Q: Which word has more letters, ""sick"" or ""melon""?
A:",melon,sick
868,"Q: Which word has more letters, ""for"" or ""more""?
A:",more,for
869,"Q: Which word has more letters, ""guitar"" or ""at""?
A:",guitar,at
870,"Q: Which word has more letters, ""love"" or ""magic""?
A:",magic,love
871,"Q: Which word has more letters, ""pen"" or ""fish""?
A:",fish,pen
872,"Q: Which word has more letters, ""east"" or ""yours""?
A:",yours,east
873,"Q: Which word has more letters, ""hand"" or ""early""?
A:",early,hand
874,"Q: Which word has more letters, ""print"" or ""busy""?
A:",print,busy
875,"Q: Which word has more letters, ""myself"" or ""yeah""?
A:",myself,yeah
876,"Q: Which word has more letters, ""problem"" or ""make""?
A:",problem,make
877,"Q: Which word has more letters, ""birth"" or ""hit""?
A:",birth,hit
878,"Q: Which word has more letters, ""family"" or ""heavy""?
A:",family,heavy
879,"Q: Which word has more letters, ""math"" or ""tea""?
A:",math,tea
880,"Q: Which word has more letters, ""learn"" or ""type""?
A:",learn,type
881,"Q: Which word has more letters, ""love"" or ""horse""?
A:",horse,love
882,"Q: Which word has more letters, ""notice"" or ""knife""?
A:",notice,knife
883,"Q: Which word has more letters, ""friendly"" or ""bike""?
A:",friendly,bike
884,"Q: Which word has more letters, ""far"" or ""smoke""?
A:",smoke,far
885,"Q: Which word has more letters, ""dream"" or ""fair""?
A:",dream,fair
886,"Q: Which word has more letters, ""wet"" or ""holiday""?
A:",holiday,wet
887,"Q: Which word has more letters, ""hospital"" or ""mosque""?
A:",hospital,mosque
888,"Q: Which word has more letters, ""type"" or ""kitchen""?
A:",kitchen,type
889,"Q: Which word has more letters, ""lose"" or ""our""?
A:",lose,our
890,"Q: Which word has more letters, ""forest"" or ""give""?
A:",forest,give
891,"Q: Which word has more letters, ""things"" or ""sock""?
A:",things,sock
892,"Q: Which word has more letters, ""win"" or ""mouth""?
A:",mouth,win
893,"Q: Which word has more letters, ""long"" or ""uniform""?
A:",uniform,long
894,"Q: Which word has more letters, ""bike"" or ""age""?
A:",bike,age
895,"Q: Which word has more letters, ""brush"" or ""walking""?
A:",walking,brush
896,"Q: Which word has more letters, ""an"" or ""nice""?
A:",nice,an
897,"Q: Which word has more letters, ""silver"" or ""job""?
A:",silver,job
898,"Q: Which word has more letters, ""strong"" or ""often""?
A:",strong,often
899,"Q: Which word has more letters, ""question"" or ""disco""?
A:",question,disco
900,"Q: Which word has more letters, ""cry"" or ""blond""?
A:",blond,cry
901,"Q: Which word has more letters, ""fan"" or ""very""?
A:",very,fan
902,"Q: Which word has more letters, ""those"" or ""draw""?
A:",those,draw
903,"Q: Which word has more letters, ""he"" or ""milk""?
A:",milk,he
904,"Q: Which word has more letters, ""hit"" or ""down""?
A:",down,hit
905,"Q: Which word has more letters, ""friend"" or ""piano""?
A:",friend,piano
906,"Q: Which word has more letters, ""whole"" or ""sink""?
A:",whole,sink
907,"Q: Which word has more letters, ""modern"" or ""old""?
A:",modern,old
908,"Q: Which word has more letters, ""storm"" or ""park""?
A:",storm,park
909,"Q: Which word has more letters, ""alone"" or ""put""?
A:",alone,put
910,"Q: Which word has more letters, ""new"" or ""paint""?
A:",paint,new
911,"Q: Which word has more letters, ""site"" or ""player""?
A:",player,site
912,"Q: Which word has more letters, ""outside"" or ""bring""?
A:",outside,bring
913,"Q: Which word has more letters, ""not"" or ""glove""?
A:",glove,not
914,"Q: Which word has more letters, ""now"" or ""love""?
A:",love,now
915,"Q: Which word has more letters, ""market"" or ""ago""?
A:",market,ago
916,"Q: Which word has more letters, ""cover"" or ""know""?
A:",cover,know
917,"Q: Which word has more letters, ""player"" or ""liter""?
A:",player,liter
918,"Q: Which word has more letters, ""player"" or ""oh""?
A:",player,oh
919,"Q: Which word has more letters, ""leg"" or ""bear""?
A:",bear,leg
920,"Q: Which word has more letters, ""who"" or ""until""?
A:",until,who
921,"Q: Which word has more letters, ""cloud"" or ""find""?
A:",cloud,find
922,"Q: Which word has more letters, ""golden"" or ""bank""?
A:",golden,bank
923,"Q: Which word has more letters, ""guy"" or ""build""?
A:",build,guy
924,"Q: Which word has more letters, ""ask"" or ""menu""?
A:",menu,ask
925,"Q: Which word has more letters, ""steal"" or ""slow""?
A:",steal,slow
926,"Q: Which word has more letters, ""date"" or ""friendly""?
A:",friendly,date
927,"Q: Which word has more letters, ""lunch"" or ""sink""?
A:",lunch,sink
928,"Q: Which word has more letters, ""eat"" or ""help""?
A:",help,eat
929,"Q: Which word has more letters, ""flight"" or ""guest""?
A:",flight,guest
930,"Q: Which word has more letters, ""chair"" or ""girl""?
A:",chair,girl
931,"Q: Which word has more letters, ""world"" or ""soft""?
A:",world,soft
932,"Q: Which word has more letters, ""top"" or ""along""?
A:",along,top
933,"Q: Which word has more letters, ""soul"" or ""machine""?
A:",machine,soul
934,"Q: Which word has more letters, ""model"" or ""half""?
A:",model,half
935,"Q: Which word has more letters, ""beard"" or ""hot""?
A:",beard,hot
936,"Q: Which word has more letters, ""uniform"" or ""cry""?
A:",uniform,cry
937,"Q: Which word has more letters, ""chair"" or ""save""?
A:",chair,save
938,"Q: Which word has more letters, ""famous"" or ""quick""?
A:",famous,quick
939,"Q: Which word has more letters, ""yet"" or ""question""?
A:",question,yet
940,"Q: Which word has more letters, ""friendly"" or ""soup""?
A:",friendly,soup
941,"Q: Which word has more letters, ""jacket"" or ""mouth""?
A:",jacket,mouth
942,"Q: Which word has more letters, ""card"" or ""delay""?
A:",delay,card
943,"Q: Which word has more letters, ""closed"" or ""case""?
A:",closed,case
944,"Q: Which word has more letters, ""bother"" or ""thin""?
A:",bother,thin
945,"Q: Which word has more letters, ""copy"" or ""scarf""?
A:",scarf,copy
946,"Q: Which word has more letters, ""get"" or ""second""?
A:",second,get
947,"Q: Which word has more letters, ""large"" or ""bath""?
A:",large,bath
948,"Q: Which word has more letters, ""month"" or ""low""?
A:",month,low
949,"Q: Which word has more letters, ""year"" or ""clean""?
A:",clean,year
950,"Q: Which word has more letters, ""year"" or ""skirt""?
A:",skirt,year
951,"Q: Which word has more letters, ""leg"" or ""yeah""?
A:",yeah,leg
952,"Q: Which word has more letters, ""face"" or ""old""?
A:",face,old
953,"Q: Which word has more letters, ""husband"" or ""bag""?
A:",husband,bag
954,"Q: Which word has more letters, ""desk"" or ""mother""?
A:",mother,desk
955,"Q: Which word has more letters, ""nice"" or ""plant""?
A:",plant,nice
956,"Q: Which word has more letters, ""outside"" or ""by""?
A:",outside,by
957,"Q: Which word has more letters, ""drink"" or ""myself""?
A:",myself,drink
958,"Q: Which word has more letters, ""store"" or ""real""?
A:",store,real
959,"Q: Which word has more letters, ""thin"" or ""world""?
A:",world,thin
960,"Q: Which word has more letters, ""hard"" or ""twice""?
A:",twice,hard
961,"Q: Which word has more letters, ""listen"" or ""card""?
A:",listen,card
962,"Q: Which word has more letters, ""cola"" or ""clear""?
A:",clear,cola
963,"Q: Which word has more letters, ""put"" or ""real""?
A:",real,put
964,"Q: Which word has more letters, ""extra"" or ""polite""?
A:",polite,extra
965,"Q: Which word has more letters, ""bear"" or ""family""?
A:",family,bear
966,"Q: Which word has more letters, ""birthday"" or ""name""?
A:",birthday,name
967,"Q: Which word has more letters, ""listen"" or ""pray""?
A:",listen,pray
968,"Q: Which word has more letters, ""extra"" or ""hit""?
A:",extra,hit
969,"Q: Which word has more letters, ""ocean"" or ""plastic""?
A:",plastic,ocean
970,"Q: Which word has more letters, ""another"" or ""sort""?
A:",another,sort
971,"Q: Which word has more letters, ""place"" or ""toe""?
A:",place,toe
972,"Q: Which word has more letters, ""double"" or ""her""?
A:",double,her
973,"Q: Which word has more letters, ""of"" or ""nature""?
A:",nature,of
974,"Q: Which word has more letters, ""hat"" or ""note""?
A:",note,hat
975,"Q: Which word has more letters, ""bowl"" or ""knife""?
A:",knife,bowl
976,"Q: Which word has more letters, ""shower"" or ""keyboard""?
A:",keyboard,shower
977,"Q: Which word has more letters, ""wild"" or ""mouse""?
A:",mouse,wild
978,"Q: Which word has more letters, ""duck"" or ""quiet""?
A:",quiet,duck
979,"Q: Which word has more letters, ""today"" or ""sofa""?
A:",today,sofa
980,"Q: Which word has more letters, ""opera"" or ""than""?
A:",opera,than
981,"Q: Which word has more letters, ""she"" or ""pack""?
A:",pack,she
982,"Q: Which word has more letters, ""road"" or ""friend""?
A:",friend,road
983,"Q: Which word has more letters, ""side"" or ""sugar""?
A:",sugar,side
984,"Q: Which word has more letters, ""fun"" or ""body""?
A:",body,fun
985,"Q: Which word has more letters, ""fail"" or ""above""?
A:",above,fail
986,"Q: Which word has more letters, ""bread"" or ""strong""?
A:",strong,bread
987,"Q: Which word has more letters, ""fly"" or ""orange""?
A:",orange,fly
988,"Q: Which word has more letters, ""oh"" or ""skating""?
A:",skating,oh
989,"Q: Which word has more letters, ""pet"" or ""table""?
A:",table,pet
990,"Q: Which word has more letters, ""thing"" or ""go""?
A:",thing,go
991,"Q: Which word has more letters, ""age"" or ""board""?
A:",board,age
992,"Q: Which word has more letters, ""wild"" or ""might""?
A:",might,wild
993,"Q: Which word has more letters, ""art"" or ""page""?
A:",page,art
994,"Q: Which word has more letters, ""dance"" or ""gate""?
A:",dance,gate
995,"Q: Which word has more letters, ""chat"" or ""learn""?
A:",learn,chat
996,"Q: Which word has more letters, ""mouth"" or ""around""?
A:",around,mouth
997,"Q: Which word has more letters, ""sugar"" or ""win""?
A:",sugar,win
998,"Q: Which word has more letters, ""no"" or ""disco""?
A:",disco,no
999,"Q: Which word has more letters, ""lake"" or ""sport""?
A:",sport,lake
1000,"Q: Which word has more letters, ""question"" or ""town""?
A:",question,town
1001,"Q: Which word is longer, ""no"" or ""chat""?
A:",chat,no
1002,"Q: Which word is longer, ""fit"" or ""rice""?
A:",rice,fit
1003,"Q: Which word is longer, ""fact"" or ""polite""?
A:",polite,fact
1004,"Q: Which word is longer, ""reason"" or ""like""?
A:",reason,like
1005,"Q: Which word is longer, ""roast"" or ""want""?
A:",roast,want
1006,"Q: Which word is longer, ""each"" or ""uniform""?
A:",uniform,each
1007,"Q: Which word is longer, ""steal"" or ""mistake""?
A:",mistake,steal
1008,"Q: Which word is longer, ""cola"" or ""night""?
A:",night,cola
1009,"Q: Which word is longer, ""side"" or ""guest""?
A:",guest,side
1010,"Q: Which word is longer, ""mix"" or ""group""?
A:",group,mix
1011,"Q: Which word is longer, ""stadium"" or ""trip""?
A:",stadium,trip
1012,"Q: Which word is longer, ""yet"" or ""dish""?
A:",dish,yet
1013,"Q: Which word is longer, ""about"" or ""face""?
A:",about,face
1014,"Q: Which word is longer, ""table"" or ""cow""?
A:",table,cow
1015,"Q: Which word is longer, ""neighbor"" or ""details""?
A:",neighbor,details
1016,"Q: Which word is longer, ""policeman"" or ""war""?
A:",policeman,war
1017,"Q: Which word is longer, ""question"" or ""ham""?
A:",question,ham
1018,"Q: Which word is longer, ""bed"" or ""chain""?
A:",chain,bed
1019,"Q: Which word is longer, ""by"" or ""skirt""?
A:",skirt,by
1020,"Q: Which word is longer, ""final"" or ""wash""?
A:",final,wash
1021,"Q: Which word is longer, ""who"" or ""home""?
A:",home,who
1022,"Q: Which word is longer, ""those"" or ""shoe""?
A:",those,shoe
