question_id,prompt,correct_answer,distractor
767,"Q: Which word rhymes with the word ""since"", ""tasty"" or ""prince""?
A:",prince,tasty
768,"Q: Which word rhymes with the word ""percent"", ""tent"" or ""sew""?
A:",tent,sew
769,"Q: Which word rhymes with the word ""goodbye"", ""spill"" or ""try""?
A:",try,spill
770,"Q: Which word rhymes with the word ""begin"", ""pin"" or ""cable""?
A:",pin,cable
771,"Q: Which word rhymes with the word ""hair"", ""fair"" or ""girl""?
A:",fair,girl
772,"Q: Which word rhymes with the word ""stain"", ""another"" or ""plane""?
A:",plane,another
773,"Q: Which word rhymes with the word ""main"", ""plain"" or ""list""?
A:",plain,list
774,"Q: Which word rhymes with the word ""slip"", ""pants"" or ""ship""?
A:",ship,pants
775,"Q: Which word rhymes with the word ""son"", ""act"" or ""sun""?
A:",sun,act
776,"Q: Which word rhymes with the word ""shiny"", ""tiny"" or ""map""?
A:",tiny,map
777,"Q: Which word rhymes with the word ""come"", ""sum"" or ""healthy""?
A:",sum,healthy
778,"Q: Which word rhymes with the word ""pretty"", ""wood"" or ""city""?
A:",city,wood
779,"Q: Which word rhymes with the word ""smoke"", ""east"" or ""folk""?
A:",folk,east
780,"Q: Which word rhymes with the word ""downstairs"", ""upstairs"" or ""yellow""?
A:",upstairs,yellow
781,"Q: Which word rhymes with the word ""mess"", ""stress"" or ""shelf""?
A:",stress,shelf
782,"Q: Which word rhymes with the word ""stop"", ""shop"" or ""mail""?
A:",shop,mail
783,"Q: Which word rhymes with the word ""mention"", ""invention"" or ""lunch""?
A:",invention,lunch
784,"Q: Which word rhymes with the word ""beach"", ""north"" or ""reach""?
A:",reach,north
785,"Q: Which word rhymes with the word ""creature"", ""teacher"" or ""ask""?
A:",teacher,ask
786,"Q: Which word rhymes with the word ""display"", ""study"" or ""weigh""?
A:",weigh,study
787,"Q: Which word rhymes with the word ""baseball"", ""expensive"" or ""wall""?
A:",wall,expensive
788,"Q: Which word rhymes with the word ""amusing"", ""confusing"" or ""peak""?
A:",confusing,peak
789,"Q: Which word rhymes with the word ""percent"", ""delete"" or ""rent""?
A:",rent,delete
790,"Q: Which word rhymes with the word ""flower"", ""shower"" or ""powder""?
A:",shower,powder
791,"Q: Which word rhymes with the word ""sense"", ""offense"" or ""toothbrush""?
A:",offense,toothbrush
792,"Q: Which word rhymes with the word ""sell"", ""bell"" or ""careful""?
A:",bell,careful
793,"Q: Which word rhymes with the word ""speed"", ""bleed"" or ""cartoon""?
A:",bleed,cartoon
794,"Q: Which word rhymes with the word ""alone"", ""shine"" or ""phone""?
A:",phone,shine
795,"Q: Which word rhymes with the word ""unwell"", ""virus"" or ""spell""?
A:",spell,virus
796,"Q: Which word rhymes with the word ""tense"", ""sense"" or ""young""?
A:",sense,young
797,"Q: Which word rhymes with the word ""hit"", ""steak"" or ""knit""?
A:",knit,steak
798,"Q: Which word rhymes with the word ""birth"", ""earth"" or ""competition""?
A:",earth,competition
799,"Q: Which word rhymes with the word ""weak"", ""technique"" or ""partner""?
A:",technique,partner
800,"Q: Which word rhymes with the word ""pillow"", ""interrupt"" or ""kilo""?
A:",kilo,interrupt
801,"Q: Which word rhymes with the word ""thief"", ""sleep"" or ""beef""?
A:",beef,sleep
802,"Q: Which word rhymes with the word ""baby"", ""maybe"" or ""war""?
A:",maybe,war
803,"Q: Which word rhymes with the word ""last"", ""past"" or ""clever""?
A:",past,clever
804,"Q: Which word rhymes with the word ""wife"", ""knife"" or ""zone""?
A:",knife,zone
805,"Q: Which word rhymes with the word ""routine"", ""mouse"" or ""mean""?
A:",mean,mouse
806,"Q: Which word rhymes with the word ""defeat"", ""rescue"" or ""greet""?
A:",greet,rescue
807,"Q: Which word rhymes with the word ""attach"", ""install"" or ""match""?
A:",match,install
808,"Q: Which word rhymes with the word ""fast"", ""past"" or ""cooking""?
A:",past,cooking
809,"Q: Which word rhymes with the word ""penny"", ""any"" or ""custom""?
A:",any,custom
810,"Q: Which word rhymes with the word ""invention"", ""care"" or ""mention""?
A:",mention,care
811,"Q: Which word rhymes with the word ""ago"", ""poster"" or ""owe""?
A:",owe,poster
812,"Q: Which word rhymes with the word ""wing"", ""winner"" or ""ring""?
A:",ring,winner
813,"Q: Which word rhymes with the word ""match"", ""sail"" or ""catch""?
A:",catch,sail
814,"Q: Which word rhymes with the word ""steak"", ""guide"" or ""lake""?
A:",lake,guide
815,"Q: Which word rhymes with the word ""delay"", ""me"" or ""bay""?
A:",bay,me
816,"Q: Which word rhymes with the word ""rose"", ""nose"" or ""story""?
A:",nose,story
817,"Q: Which word rhymes with the word ""space"", ""shape"" or ""case""?
A:",case,shape
818,"Q: Which word rhymes with the word ""not"", ""spot"" or ""individual""?
A:",spot,individual
819,"Q: Which word rhymes with the word ""you"", ""kangaroo"" or ""curtain""?
A:",kangaroo,curtain
820,"Q: Which word rhymes with the word ""shorts"", ""sports"" or ""hunt""?
A:",sports,hunt
821,"Q: Which word rhymes with the word ""throat"", ""yellow"" or ""promote""?
A:",promote,yellow
822,"Q: Which word rhymes with the word ""stop"", ""transportation"" or ""shop""?
A:",shop,transportation
823,"Q: Which word rhymes with the word ""celebration"", ""backpack"" or ""examination""?
A:",examination,backpack
824,"Q: Which word rhymes with the word ""shiny"", ""web"" or ""tiny""?
A:",tiny,web
825,"Q: Which word rhymes with the word ""dad"", ""add"" or ""wash""?
A:",add,wash
826,"Q: Which word rhymes with the word ""noon"", ""airline"" or ""cartoon""?
A:",cartoon,airline
827,"Q: Which word rhymes with the word ""kangaroo"", ""zoo"" or ""granny""?
A:",zoo,granny
828,"Q: Which word rhymes with the word ""great"", ""congratulations"" or ""create""?
A:",create,congratulations
829,"Q: Which word rhymes with the word ""bell"", ""clearly"" or ""unwell""?
A:",unwell,clearly
830,"Q: Which word rhymes with the word ""flute"", ""registration"" or ""boot""?
A:",boot,registration
831,"Q: Which word rhymes with the word ""tire"", ""clear"" or ""buyer""?
A:",buyer,clear
832,"Q: Which word rhymes with the word ""lake"", ""unimportant"" or ""make""?
A:",make,unimportant
833,"Q: Which word rhymes with the word ""ham"", ""lamb"" or ""money""?
A:",lamb,money
834,"Q: Which word rhymes with the word ""owe"", ""snow"" or ""yeah""?
A:",snow,yeah
835,"Q: Which word rhymes with the word ""deaf"", ""hopeless"" or ""chef""?
A:",chef,hopeless
836,"Q: Which word rhymes with the word ""description"", ""disabled"" or ""prescription""?
A:",prescription,disabled
837,"Q: Which word rhymes with the word ""stall"", ""cloud"" or ""small""?
A:",small,cloud
838,"Q: Which word rhymes with the word ""meet"", ""unwell"" or ""beat""?
A:",beat,unwell
839,"Q: Which word rhymes with the word ""rough"", ""banking"" or ""stuff""?
A:",stuff,banking
840,"Q: Which word rhymes with the word ""disease"", ""cheese"" or ""bicycle""?
A:",cheese,bicycle
841,"Q: Which word rhymes with the word ""ride"", ""fair"" or ""decide""?
A:",decide,fair
842,"Q: Which word rhymes with the word ""professor"", ""pig"" or ""dresser""?
A:",dresser,pig
843,"Q: Which word rhymes with the word ""spy"", ""tie"" or ""overnight""?
A:",tie,overnight
844,"Q: Which word rhymes with the word ""heart"", ""concentrate"" or ""part""?
A:",part,concentrate
845,"Q: Which word rhymes with the word ""turn"", ""understand"" or ""learn""?
A:",learn,understand
846,"Q: Which word rhymes with the word ""owe"", ""count"" or ""grow""?
A:",grow,count
847,"Q: Which word rhymes with the word ""occupation"", ""first"" or ""punctuation""?
A:",punctuation,first
848,"Q: Which word rhymes with the word ""intermission"", ""writer"" or ""exhibition""?
A:",exhibition,writer
849,"Q: Which word rhymes with the word ""more"", ""repair"" or ""store""?
A:",store,repair
850,"Q: Which word rhymes with the word ""speak"", ""mention"" or ""weak""?
A:",weak,mention
851,"Q: Which word rhymes with the word ""above"", ""love"" or ""hit""?
A:",love,hit
852,"Q: Which word rhymes with the word ""perform"", ""cliff"" or ""inform""?
A:",inform,cliff
853,"Q: Which word rhymes with the word ""rap"", ""feelings"" or ""map""?
A:",map,feelings
854,"Q: Which word rhymes with the word ""rude"", ""mood"" or ""singer""?
A:",mood,singer
855,"Q: Which word rhymes with the word ""smart"", ""angrily"" or ""start""?
A:",start,angrily
856,"Q: Which word rhymes with the word ""each"", ""speech"" or ""cheek""?
A:",speech,cheek
857,"Q: Which word rhymes with the word ""complain"", ""upstairs"" or ""champagne""?
A:",champagne,upstairs
858,"Q: Which word rhymes with the word ""routine"", ""instead"" or ""machine""?
A:",machine,instead
859,"Q: Which word rhymes with the word ""killer"", ""thriller"" or ""call""?
A:",thriller,call
860,"Q: Which word rhymes with the word ""application"", ""kite"" or ""population""?
A:",population,kite
861,"Q: Which word rhymes with the word ""pass"", ""glass"" or ""famous""?
A:",glass,famous
862,"Q: Which word rhymes with the word ""nearby"", ""sky"" or ""possibility""?
A:",sky,possibility
863,"Q: Which word rhymes with the word ""wage"", ""page"" or ""businesswoman""?
A:",page,businesswoman
864,"Q: Which word rhymes with the word ""yet"", ""vet"" or ""type""?
A:",vet,type
865,"Q: Which word rhymes with the word ""mention"", ""pleasant"" or ""attention""?
A:",attention,pleasant
866,"Q: Which word rhymes with the word ""pile"", ""lamp"" or ""file""?
A:",file,lamp
867,"Q: Which word rhymes with the word ""kill"", ""animated"" or ""bill""?
A:",bill,animated
868,"Q: Which word rhymes with the word ""dear"", ""souvenir"" or ""total""?
A:",souvenir,total
869,"Q: Which word rhymes with the word ""case"", ""race"" or ""crowd""?
A:",race,crowd
870,"Q: Which word rhymes with the word ""sun"", ""none"" or ""favor""?
A:",none,favor
871,"Q: Which word rhymes with the word ""yes"", ""stress"" or ""skiing""?
A:",stress,skiing
872,"Q: Which word rhymes with the word ""folder"", ""shoulder"" or ""anyway""?
A:",shoulder,anyway
873,"Q: Which word rhymes with the word ""until"", ""kill"" or ""missing""?
A:",kill,missing
874,"Q: Which word rhymes with the word ""last"", ""past"" or ""newspaper""?
A:",past,newspaper
875,"Q: Which word rhymes with the word ""wife"", ""knife"" or ""available""?
A:",knife,available
876,"Q: Which word rhymes with the word ""quite"", ""trumpet"" or ""site""?
A:",site,trumpet
877,"Q: Which word rhymes with the word ""warning"", ""handle"" or ""morning""?
A:",morning,handle
878,"Q: Which word rhymes with the word ""peach"", ""airline"" or ""teach""?
A:",teach,airline
879,"Q: Which word rhymes with the word ""succeed"", ""toe"" or ""indeed""?
A:",indeed,toe
880,"Q: Which word rhymes with the word ""no"", ""idea"" or ""oh""?
A:",oh,idea
881,"Q: Which word rhymes with the word ""role"", ""soul"" or ""parent""?
A:",soul,parent
882,"Q: Which word rhymes with the word ""low"", ""toe"" or ""sheet""?
A:",toe,sheet
883,"Q: Which word rhymes with the word ""twice"", ""swimmer"" or ""slice""?
A:",slice,swimmer
884,"Q: Which word rhymes with the word ""nose"", ""those"" or ""trade""?
A:",those,trade
885,"Q: Which word rhymes with the word ""breeze"", ""winter"" or ""please""?
A:",please,winter
886,"Q: Which word rhymes with the word ""plug"", ""mug"" or ""rule""?
A:",mug,rule
887,"Q: Which word rhymes with the word ""defend"", ""final"" or ""friend""?
A:",friend,final
888,"Q: Which word rhymes with the word ""indeed"", ""trade"" or ""succeed""?
A:",succeed,trade
889,"Q: Which word rhymes with the word ""exam"", ""team"" or ""damn""?
A:",damn,team
890,"Q: Which word rhymes with the word ""man"", ""fan"" or ""explore""?
A:",fan,explore
891,"Q: Which word rhymes with the word ""brave"", ""wave"" or ""property""?
A:",wave,property
892,"Q: Which word rhymes with the word ""asleep"", ""cheap"" or ""potato""?
A:",cheap,potato
893,"Q: Which word rhymes with the word ""bat"", ""flat"" or ""chemistry""?
A:",flat,chemistry
894,"Q: Which word rhymes with the word ""thief"", ""brief"" or ""cartoon""?
A:",brief,cartoon
895,"Q: Which word rhymes with the word ""violin"", ""pin"" or ""strict""?
A:",pin,strict
896,"Q: Which word rhymes with the word ""application"", ""identification"" or ""star""?
A:",identification,star
897,"Q: Which word rhymes with the word ""cat"", ""rat"" or ""literature""?
A:",rat,literature
898,"Q: Which word rhymes with the word ""chat"", ""fat"" or ""dog""?
A:",fat,dog
899,"Q: Which word rhymes with the word ""send"", ""account"" or ""spend""?
A:",spend,account
900,"Q: Which word rhymes with the word ""bone"", ""whose"" or ""postpone""?
A:",postpone,whose
901,"Q: Which word rhymes with the word ""reason"", ""season"" or ""fail""?
A:",season,fail
902,"Q: Which word rhymes with the word ""routine"", ""honey"" or ""bean""?
A:",bean,honey
903,"Q: Which word rhymes with the word ""share"", ""blackboard"" or ""there""?
A:",there,blackboard
904,"Q: Which word rhymes with the word ""apply"", ""likely"" or ""high""?
A:",high,likely
905,"Q: Which word rhymes with the word ""sweet"", ""near"" or ""beat""?
A:",beat,near
906,"Q: Which word rhymes with the word ""egg"", ""jeans"" or ""leg""?
A:",leg,jeans
907,"Q: Which word rhymes with the word ""cut"", ""unimportant"" or ""but""?
A:",but,unimportant
908,"Q: Which word rhymes with the word ""switch"", ""somewhere"" or ""rich""?
A:",rich,somewhere
909,"Q: Which word rhymes with the word ""child"", ""mild"" or ""cover""?
A:",mild,cover
910,"Q: Which word rhymes with the word ""damn"", ""secretary"" or ""lamb""?
A:",lamb,secretary
911,"Q: Which word rhymes with the word ""ambition"", ""expedition"" or ""must""?
A:",expedition,must
912,"Q: Which word rhymes with the word ""biology"", ""farm"" or ""apology""?
A:",apology,farm
913,"Q: Which word rhymes with the word ""afternoon"", ""cartoon"" or ""ages""?
A:",cartoon,ages
914,"Q: Which word rhymes with the word ""beat"", ""sweet"" or ""generous""?
A:",sweet,generous
915,"Q: Which word rhymes with the word ""morning"", ""warning"" or ""politics""?
A:",warning,politics
916,"Q: Which word rhymes with the word ""crop"", ""frightened"" or ""stop""?
A:",stop,frightened
917,"Q: Which word rhymes with the word ""shave"", ""save"" or ""banking""?
A:",save,banking
918,"Q: Which word rhymes with the word ""better"", ""letter"" or ""small""?
A:",letter,small
919,"Q: Which word rhymes with the word ""bay"", ""dinner"" or ""pray""?
A:",pray,dinner
920,"Q: Which word rhymes with the word ""wine"", ""cancel"" or ""sign""?
A:",sign,cancel
921,"Q: Which word rhymes with the word ""key"", ""agree"" or ""countryside""?
A:",agree,countryside
922,"Q: Which word rhymes with the word ""fight"", ""invite"" or ""fresh""?
A:",invite,fresh
923,"Q: Which word rhymes with the word ""violin"", ""begin"" or ""honest""?
A:",begin,honest
924,"Q: Which word rhymes with the word ""bride"", ""divide"" or ""front""?
A:",divide,front
925,"Q: Which word rhymes with the word ""then"", ""pen"" or ""alike""?
A:",pen,alike
926,"Q: Which word rhymes with the word ""part"", ""start"" or ""gas""?
A:",start,gas
927,"Q: Which word rhymes with the word ""half"", ""unforgettable"" or ""staff""?
A:",staff,unforgettable
928,"Q: Which word rhymes with the word ""hotel"", ""sell"" or ""certificate""?
A:",sell,certificate
929,"Q: Which word rhymes with the word ""roast"", ""ghost"" or ""bay""?
A:",ghost,bay
930,"Q: Which word rhymes with the word ""lab"", ""grab"" or ""heavily""?
A:",grab,heavily
931,"Q: Which word rhymes with the word ""same"", ""game"" or ""male""?
A:",game,male
932,"Q: Which word rhymes with the word ""tea"", ""knee"" or ""dolphin""?
A:",knee,dolphin
933,"Q: Which word rhymes with the word ""lake"", ""pain"" or ""snake""?
A:",snake,pain
934,"Q: Which word rhymes with the word ""aloud"", ""vacation"" or ""crowd""?
A:",crowd,vacation
935,"Q: Which word rhymes with the word ""writing"", ""exciting"" or ""wooden""?
A:",exciting,wooden
936,"Q: Which word rhymes with the word ""rug"", ""mug"" or ""previous""?
A:",mug,previous
937,"Q: Which word rhymes with the word ""purse"", ""worse"" or ""train""?
A:",worse,train
938,"Q: Which word rhymes with the word ""unkind"", ""remind"" or ""sunglasses""?
A:",remind,sunglasses
939,"Q: Which word rhymes with the word ""answer"", ""scooter"" or ""dancer""?
A:",dancer,scooter
940,"Q: Which word rhymes with the word ""together"", ""climb"" or ""weather""?
A:",weather,climb
941,"Q: Which word rhymes with the word ""fool"", ""cool"" or ""thanks""?
A:",cool,thanks
942,"Q: Which word rhymes with the word ""hope"", ""hunger"" or ""soap""?
A:",soap,hunger
943,"Q: Which word rhymes with the word ""range"", ""frame"" or ""change""?
A:",change,frame
944,"Q: Which word rhymes with the word ""cage"", ""exact"" or ""page""?
A:",page,exact
945,"Q: Which word rhymes with the word ""same"", ""frame"" or ""farmer""?
A:",frame,farmer
946,"Q: Which word rhymes with the word ""put"", ""generous"" or ""foot""?
A:",foot,generous
947,"Q: Which word rhymes with the word ""rock"", ""ride"" or ""lock""?
A:",lock,ride
948,"Q: Which word rhymes with the word ""duck"", ""luck"" or ""historical""?
A:",luck,historical
949,"Q: Which word rhymes with the word ""protect"", ""scientific"" or ""incorrect""?
A:",incorrect,scientific
950,"Q: Which word rhymes with the word ""meet"", ""pedestrian"" or ""heat""?
A:",heat,pedestrian
951,"Q: Which word rhymes with the word ""shake"", ""kilogram"" or ""lake""?
A:",lake,kilogram
952,"Q: Which word rhymes with the word ""toast"", ""coast"" or ""jet""?
A:",coast,jet
953,"Q: Which word rhymes with the word ""move"", ""seller"" or ""improve""?
A:",improve,seller
954,"Q: Which word rhymes with the word ""duck"", ""truck"" or ""wide""?
A:",truck,wide
955,"Q: Which word rhymes with the word ""intend"", ""ride"" or ""defend""?
A:",defend,ride
956,"Q: Which word rhymes with the word ""promote"", ""racket"" or ""note""?
A:",note,racket
957,"Q: Which word rhymes with the word ""sort"", ""sport"" or ""party""?
A:",sport,party
958,"Q: Which word rhymes with the word ""cut"", ""cat"" or ""shut""?
A:",shut,cat
959,"Q: Which word rhymes with the word ""involve"", ""nowadays"" or ""solve""?
A:",solve,nowadays
960,"Q: Which word rhymes with the word ""rail"", ""male"" or ""banana""?
A:",male,banana
961,"Q: Which word rhymes with the word ""presentation"", ""animation"" or ""partly""?
A:",animation,partly
962,"Q: Which word rhymes with the word ""bride"", ""cafeteria"" or ""guide""?
A:",guide,cafeteria
963,"Q: Which word rhymes with the word ""harbor"", ""barber"" or ""realistic""?
A:",barber,realistic
964,"Q: Which word rhymes with the word ""creature"", ""teacher"" or ""cabin""?
A:",teacher,cabin
965,"Q: Which word rhymes with the word ""sea"", ""circus"" or ""tea""?
A:",tea,circus
966,"Q: Which word rhymes with the word ""sign"", ""mine"" or ""routine""?
A:",mine,routine
967,"Q: Which word rhymes with the word ""check"", ""deck"" or ""mouth""?
A:",deck,mouth
968,"Q: Which word rhymes with the word ""flute"", ""forever"" or ""suit""?
A:",suit,forever
969,"Q: Which word rhymes with the word ""cheek"", ""antique"" or ""not""?
A:",antique,not
970,"Q: Which word rhymes with the word ""tram"", ""hall"" or ""lamb""?
A:",lamb,hall
971,"Q: Which word rhymes with the word ""dressed"", ""guest"" or ""bay""?
A:",guest,bay
972,"Q: Which word rhymes with the word ""nearly"", ""cap"" or ""clearly""?
A:",clearly,cap
973,"Q: Which word rhymes with the word ""since"", ""spy"" or ""prince""?
A:",prince,spy
974,"Q: Which word rhymes with the word ""kite"", ""shave"" or ""height""?
A:",height,shave
975,"Q: Which word rhymes with the word ""king"", ""president"" or ""wing""?
A:",wing,president
976,"Q: Which word rhymes with the word ""loan"", ""stone"" or ""animal""?
A:",stone,animal
977,"Q: Which word rhymes with the word ""sneaker"", ""shy"" or ""speaker""?
A:",speaker,shy
978,"Q: Which word rhymes with the word ""sleeve"", ""track"" or ""achieve""?
A:",achieve,track
979,"Q: Which word rhymes with the word ""connect"", ""inform"" or ""expect""?
A:",expect,inform
980,"Q: Which word rhymes with the word ""dig"", ""gray"" or ""big""?
A:",big,gray
981,"Q: Which word rhymes with the word ""speak"", ""doll"" or ""technique""?
A:",technique,doll
982,"Q: Which word rhymes with the word ""south"", ""mouth"" or ""ahead""?
A:",mouth,ahead
983,"Q: Which word rhymes with the word ""hug"", ""last"" or ""bug""?
A:",bug,last
984,"Q: Which word rhymes with the word ""prince"", ""convince"" or ""plus""?
A:",convince,plus
985,"Q: Which word rhymes with the word ""sock"", ""lock"" or ""spectacular""?
A:",lock,spectacular
986,"Q: Which word rhymes with the word ""coin"", ""barbershop"" or ""join""?
A:",join,barbershop
987,"Q: Which word rhymes with the word ""plate"", ""create"" or ""strict""?
A:",create,strict
988,"Q: Which word rhymes with the word ""lake"", ""cake"" or ""barbecued""?
A:",cake,barbecued
989,"Q: Which word rhymes with the word ""spare"", ""fair"" or ""uncle""?
A:",fair,uncle
990,"Q: Which word rhymes with the word ""install"", ""pie"" or ""small""?
A:",small,pie
991,"Q: Which word rhymes with the word ""half"", ""mark"" or ""giraffe""?
A:",giraffe,mark
992,"Q: Which word rhymes with the word ""kit"", ""hit"" or ""mistake""?
A:",hit,mistake
993,"Q: Which word rhymes with the word ""deep"", ""steep"" or ""special""?
A:",steep,special
994,"Q: Which word rhymes with the word ""fry"", ""ocean"" or ""bye""?
A:",bye,ocean
995,"Q: Which word rhymes with the word ""altogether"", ""writer"" or ""weather""?
A:",weather,writer
996,"Q: Which word rhymes with the word ""bright"", ""overnight"" or ""professional""?
A:",overnight,professional
997,"Q: Which word rhymes with the word ""greeting"", ""meeting"" or ""ready""?
A:",meeting,ready
998,"Q: Which word rhymes with the word ""wrong"", ""meanwhile"" or ""along""?
A:",along,meanwhile
999,"Q: Which word rhymes with the word ""herself"", ""itself"" or ""neat""?
A:",itself,neat
1000,"Q: Which word rhymes with the word ""gun"", ""son"" or ""storm""?
A:",son,storm
1001,"Q: Which is a rhyme of the word ""declare"", ""beer"" or ""wear""?
A:",wear,beer
1002,"Q: Which is a rhyme of the word ""together"", ""leather"" or ""neighbor""?
A:",leather,neighbor
1003,"Q: Which is a rhyme of the word ""pop"", ""midnight"" or ""crop""?
A:",crop,midnight
1004,"Q: Which is a rhyme of the word ""session"", ""skin"" or ""profession""?
A:",profession,skin
1005,"Q: Which is a rhyme of the word ""might"", ""write"" or ""swimsuit""?
A:",write,swimsuit
1006,"Q: Which is a rhyme of the word ""sort"", ""arrest"" or ""support""?
A:",support,arrest
1007,"Q: Which is a rhyme of the word ""jar"", ""broken"" or ""star""?
A:",star,broken
1008,"Q: Which is a rhyme of the word ""main"", ""brain"" or ""crossing""?
A:",brain,crossing
1009,"Q: Which is a rhyme of the word ""agree"", ""me"" or ""attractive""?
A:",me,attractive
1010,"Q: Which is a rhyme of the word ""questionnaire"", ""compare"" or ""ceremony""?
A:",compare,ceremony
1011,"Q: Which is a rhyme of the word ""support"", ""short"" or ""knife""?
A:",short,knife
1012,"Q: Which is a rhyme of the word ""worst"", ""here"" or ""first""?
A:",first,here
1013,"Q: Which is a rhyme of the word ""cigarette"", ""set"" or ""brush""?
A:",set,brush
1014,"Q: Which is a rhyme of the word ""nearly"", ""clearly"" or ""fan""?
A:",clearly,fan
1015,"Q: Which is a rhyme of the word ""stripe"", ""type"" or ""sensible""?
A:",type,sensible
1016,"Q: Which is a rhyme of the word ""vote"", ""note"" or ""only""?
A:",note,only
1017,"Q: Which is a rhyme of the word ""piece"", ""ladder"" or ""peace""?
A:",peace,ladder
1018,"Q: Which is a rhyme of the word ""punctuation"", ""correct"" or ""population""?
A:",population,correct
1019,"Q: Which is a rhyme of the word ""each"", ""speech"" or ""ahead""?
A:",speech,ahead
1020,"Q: Which is a rhyme of the word ""sheep"", ""steep"" or ""pear""?
A:",steep,pear
1021,"Q: Which is a rhyme of the word ""metal"", ""kettle"" or ""sense""?
A:",kettle,sense
1022,"Q: Which is a rhyme of the word ""attend"", ""trend"" or ""bone""?
A:",trend,bone
1023,"Q: Which is a rhyme of the word ""disagree"", ""degree"" or ""prince""?
A:",degree,prince
1024,"Q: Which is a rhyme of the word ""stranger"", ""switch"" or ""danger""?
A:",danger,switch
1025,"Q: Which is a rhyme of the word ""taste"", ""stove"" or ""waste""?
A:",waste,stove
1026,"Q: Which is a rhyme of the word ""jam"", ""drama"" or ""tram""?
A:",tram,drama
1027,"Q: Which is a rhyme of the word ""sun"", ""president"" or ""run""?
A:",run,president
1028,"Q: Which is a rhyme of the word ""sweater"", ""letter"" or ""disgusting""?
A:",letter,disgusting
1029,"Q: Which is a rhyme of the word ""deck"", ""check"" or ""professional""?
A:",check,professional
1030,"Q: Which is a rhyme of the word ""plain"", ""cabin"" or ""train""?
A:",train,cabin
1031,"Q: Which is a rhyme of the word ""sound"", ""surround"" or ""useless""?
A:",surround,useless
1032,"Q: Which is a rhyme of the word ""rebuild"", ""grilled"" or ""snowboard""?
A:",grilled,snowboard
1033,"Q: Which is a rhyme of the word ""grade"", ""persuade"" or ""mango""?
A:",persuade,mango
1034,"Q: Which is a rhyme of the word ""examination"", ""population"" or ""river""?
A:",population,river
1035,"Q: Which is a rhyme of the word ""stick"", ""quick"" or ""supper""?
A:",quick,supper
1036,"Q: Which is a rhyme of the word ""fee"", ""me"" or ""let""?
A:",me,let
1037,"Q: Which is a rhyme of the word ""cold"", ""gold"" or ""clown""?
A:",gold,clown
1038,"Q: Which is a rhyme of the word ""dish"", ""example"" or ""fish""?
A:",fish,example
1039,"Q: Which is a rhyme of the word ""kettle"", ""metal"" or ""throw""?
A:",metal,throw
1040,"Q: Which is a rhyme of the word ""upstairs"", ""downstairs"" or ""perfume""?
A:",downstairs,perfume
1041,"Q: Which is a rhyme of the word ""start"", ""these"" or ""depart""?
A:",depart,these
1042,"Q: Which is a rhyme of the word ""control"", ""hole"" or ""weigh""?
A:",hole,weigh
1043,"Q: Which is a rhyme of the word ""crew"", ""college"" or ""through""?
A:",through,college
1044,"Q: Which is a rhyme of the word ""conversation"", ""spider"" or ""station""?
A:",station,spider
1045,"Q: Which is a rhyme of the word ""fork"", ""pork"" or ""ordinary""?
A:",pork,ordinary
1046,"Q: Which is a rhyme of the word ""kind"", ""blind"" or ""first""?
A:",blind,first
1047,"Q: Which is a rhyme of the word ""daughter"", ""water"" or ""wall""?
A:",water,wall
1048,"Q: Which is a rhyme of the word ""speed"", ""indeed"" or ""dusty""?
A:",indeed,dusty
1049,"Q: Which is a rhyme of the word ""inform"", ""boiled"" or ""storm""?
A:",storm,boiled
1050,"Q: Which is a rhyme of the word ""out"", ""silver"" or ""doubt""?
A:",doubt,silver
1051,"Q: Which is a rhyme of the word ""diet"", ""quiet"" or ""limit""?
A:",quiet,limit
1052,"Q: Which is a rhyme of the word ""steak"", ""awake"" or ""area""?
A:",awake,area
1053,"Q: Which is a rhyme of the word ""southwest"", ""breast"" or ""cola""?
A:",breast,cola
1054,"Q: Which is a rhyme of the word ""switch"", ""rich"" or ""windshield""?
A:",rich,windshield
1055,"Q: Which is a rhyme of the word ""stain"", ""gain"" or ""account""?
A:",gain,account
1056,"Q: Which is a rhyme of the word ""pork"", ""fork"" or ""how""?
A:",fork,how
1057,"Q: Which is a rhyme of the word ""fight"", ""stand"" or ""flight""?
A:",flight,stand
1058,"Q: Which is a rhyme of the word ""successful"", ""lady"" or ""stressful""?
A:",stressful,lady
1059,"Q: Which is a rhyme of the word ""home"", ""involve"" or ""comb""?
A:",comb,involve
1060,"Q: Which is a rhyme of the word ""reservation"", ""presentation"" or ""girl""?
A:",presentation,girl
1061,"Q: Which is a rhyme of the word ""trust"", ""dust"" or ""she""?
A:",dust,she
1062,"Q: Which is a rhyme of the word ""teach"", ""peach"" or ""lucky""?
A:",peach,lucky
1063,"Q: Which is a rhyme of the word ""professor"", ""mark"" or ""dresser""?
A:",dresser,mark
1064,"Q: Which is a rhyme of the word ""whole"", ""goal"" or ""pen""?
A:",goal,pen
1065,"Q: Which is a rhyme of the word ""sweet"", ""tasty"" or ""complete""?
A:",complete,tasty
1066,"Q: Which is a rhyme of the word ""juice"", ""little"" or ""reduce""?
A:",reduce,little
1067,"Q: Which is a rhyme of the word ""anymore"", ""study"" or ""store""?
A:",store,study
1068,"Q: Which is a rhyme of the word ""flood"", ""blood"" or ""comedy""?
A:",blood,comedy
