question_id,perturbation_id,prompt,correct_answer,distractor,correct
790,137,"Which word comes first alphabetically, ""both"" or ""businesswoman""?",both,businesswoman,0.0
790,147,"Please determine which of the words ""both"" and ""businesswoman"" comes first in alphabetical order.",both,businesswoman,1.0
790,148,"Out of the words ""businesswoman"" and ""both"", which one comes first in alphabetical order?",both,businesswoman,0.8
790,149,"According to alphabetical order, which word comes first between 'both' and 'businesswoman'?",both,businesswoman,1.0
790,154,"Which word is first in alphabetical order, ""businesswoman"" or ""both""?",both,businesswoman,1.0
790,162,"Which word comes first in alphabetical order, ""both"" or ""businesswoman""?",both,businesswoman,0.0
790,167,"Which word is listed first in alphabetical order, ""both"" or ""businesswoman""?",both,businesswoman,0.0
790,173,"Please determine which word comes first in alphabetical order between the two given words.
Word 1: ""businesswoman""
Word 2: ""both""
Output:",both,businesswoman,1.0
790,179,"Please determine which of the following two words comes first alphabetically:
Word 1: ""both""
Word 2: ""businesswoman""
The word that comes first alphabetically is:",both,businesswoman,1.0
790,183,"Please determine the alphabetical order of two given words.
Word 1: ""businesswoman""
Word 2: ""both""
The alphabetical order of the given words is:",both,businesswoman,1.0
790,200,"Please write a program that takes two words as input and determines which word comes first in alphabetical order.
Word 1: ""businesswoman""
Word 2: ""both""
Output:",both,businesswoman,1.0
795,0,"Q: In an alphabetical order, which of the words ""blue"" and ""exactly"" comes first?
A:",blue,exactly,0.95
795,1,"Q: In an alphabetical order, which word comes first, ""exactly"" or ""blue""?
A:",blue,exactly,0.0
795,5,"Which word between ""exactly"" and ""blue"" appears first in alphabetical order?",blue,exactly,0.0
795,14,"What is the first word in alphabetical order between ""exactly"" and ""blue""?",blue,exactly,0.0
795,23,"Which of the two words ""blue"" and ""exactly"" is listed first alphabetically?",blue,exactly,1.0
795,31,"What is the alphabetical order of the words ""exactly"" and ""blue""?",blue,exactly,0.0
795,50,"Which word comes first in alphabetical order: ""exactly"" or ""blue""?",blue,exactly,0.0
795,57,"Arrange ""blue"" and ""exactly"" in alphabetical order and tell me which one comes first.",blue,exactly,0.0
795,68,"Arrange the words ""exactly"" and ""blue"" in alphabetical order, then tell which one comes first.",blue,exactly,0.1
795,69,"Out of ""blue"" and ""exactly"", which word would come first if you were to list them in alphabetical order?",blue,exactly,1.0
795,80,"For which word comes first when ordered alphabetically out of ""exactly"" and ""blue"", which could it be?",blue,exactly,0.0
795,99,"Given the words ""blue"" and ""exactly"", in what sequence do they appear when ordered in alphabetical order? Which word precedes the other?",blue,exactly,0.0
795,112,"Of the words ""exactly"" and ""blue"", which word comes first in alphabetical order? Please use your refined vocabulary to provide your answer.",blue,exactly,0.0
795,123,"Which word would appear first in a dictionary, ""blue"" or ""exactly""?",blue,exactly,0.0
795,185,"Determine the alphabetical order of two given words and identify which one comes first. Please provide the two words separated by a comma.
Words: ""exactly"", ""blue""
Output:",blue,exactly,1.0
795,195,"Given two words, determine which comes first alphabetically.
Word 1: ""blue""
Word 2: ""exactly""
Output:",blue,exactly,0.95
795,198,"Please determine which of the two provided words is the first one alphabetically. The two words to be compared are denoted by placeholders ""blue"" and ""exactly"".
Word 1: ""blue""
Word 2: ""exactly""
Output: The first word alphabetically is",blue,exactly,1.0
795,208,"Write a program that determines which of two given words comes first in the alphabet. Your program should take two words as input and output the word that comes first in alphabetical order.
Word 1: ""blue""
Word 2: ""exactly""
Output word:",blue,exactly,1.0
795,210,"Write a program that determines the alphabetical order of two given words. Your program should output the words in alphabetical order.
Word 1: ""exactly""
Word 2: ""blue""
Output: The words in alphabetical order are:",blue,exactly,0.0
795,212,"Given two words, determine which one comes first in alphabetical order.
Word 1: ""blue""
Word 2: ""exactly""
Output:",blue,exactly,0.3
799,3,"Which word comes first in alphabetical order: ""stove"" or ""mosque""?",mosque,stove,1.0
799,6,"Here's a rephrased prompt:
'''Q: Which word comes first in alphabetical order: ""stove"" or ""mosque""?
A:'''",mosque,stove,1.0
799,7,"Which word comes first in alphabetical order - ""mosque"" or ""stove""?",mosque,stove,0.25
799,23,"Which of the two words ""mosque"" and ""stove"" is listed first alphabetically?",mosque,stove,1.0
799,62,"Which word comes first alphabetically, ""stove"" or ""mosque""?",mosque,stove,1.0
799,63,"Determine which of the words ""stove"" and ""mosque"" comes first in alphabetical order.",mosque,stove,0.0
799,66,"Of the words ""stove"" and ""mosque"", which comes first alphabetically?",mosque,stove,1.0
799,88,"Sort ""mosque"" and ""stove"" in alphabetical order, and tell me which one comes first?",mosque,stove,1.0
799,99,"Given the words ""stove"" and ""mosque"", in what sequence do they appear when ordered in alphabetical order? Which word precedes the other?",mosque,stove,1.0
799,108,"Please specify which of the words ""mosque"" and ""stove"" appears first in alphabetical order.",mosque,stove,1.0
799,116,"Please determine which of the two words, ""stove"" and ""mosque"", is alphabetically first.",mosque,stove,0.0
799,118,"In alphabetical order, which word between ""mosque"" and ""stove"" appears first?",mosque,stove,1.0
799,120,"Which word comes first in alphabetical order, ""mosque"" or ""stove""?",mosque,stove,0.0
799,124,"Which word precedes the other in alphabetical order, ""mosque"" or ""stove""?",mosque,stove,1.0
799,154,"Which word is first in alphabetical order, ""stove"" or ""mosque""?",mosque,stove,1.0
799,178,"Given two words, determine which word comes first alphabetically.
Word 1: ""stove""
Word 2: ""mosque""
Output:",mosque,stove,1.0
799,185,"Determine the alphabetical order of two given words and identify which one comes first. Please provide the two words separated by a comma.
Words: ""mosque"", ""stove""
Output:",mosque,stove,1.0
799,205,"Which comes first alphabetically, ""stove"" or ""mosque""?
Output:",mosque,stove,1.0
799,207,"Write a program that compares two words and determines which one comes first in the alphabet.
Word 1: ""stove""
Word 2: ""mosque""
Output:",mosque,stove,1.0
799,227,"Compare two words alphabetically and determine which one comes first.
Word 1: ""stove""
Word 2: ""mosque""
Output:",mosque,stove,1.0
808,12,"Which word appears first in alphabetical order, ""much"" or ""different""?",different,much,0.85
808,13,"Which word appears first in alphabetical order between ""much"" and ""different""?",different,much,0.0
808,22,"Which word between ""different"" and ""much"" comes first in alphabetical order?",different,much,0.0
808,32,"""Please determine the word that comes first in alphabetical order between ""much"" and ""different"".",different,much,1.0
808,36,"Please provide the alphabetical order of the words ""different"" and ""much"" and indicate which word comes first.",different,much,0.95
808,39,"Provide the word that comes first in alphabetical order between ""much"" and ""different"".",different,much,1.0
808,68,"Arrange the words ""much"" and ""different"" in alphabetical order, then tell which one comes first.",different,much,1.0
808,119,"Which of the words, ""much"" and ""different"", would come first if listed alphabetically?",different,much,1.0
808,121,"Which word is alphabetically first, ""much"" or ""different""?",different,much,0.3
808,123,"Which word would appear first in a dictionary, ""much"" or ""different""?",different,much,1.0
808,138,"Determine the alphabetical order of ""different"" and ""much"" and tell me which one comes first.",different,much,0.6
808,149,"According to alphabetical order, which word comes first between 'much' and 'different'?",different,much,1.0
808,169,"Which word is the earliest in alphabetical order, ""different"" or ""much""?",different,much,0.0
808,178,"Given two words, determine which word comes first alphabetically.
Word 1: ""different""
Word 2: ""much""
Output:",different,much,0.0
808,182,"Determine which of two given words comes earlier in alphabetical order.
Word 1: ""different""
Word 2: ""much""
Output:",different,much,0.95
808,190,"Please determine which of the two given words comes first in alphabetical order.
Word 1: ""different""
Word 2: ""much""
Output:",different,much,0.95
808,198,"Please determine which of the two provided words is the first one alphabetically. The two words to be compared are denoted by placeholders ""different"" and ""much"".
Word 1: ""different""
Word 2: ""much""
Output: The first word alphabetically is",different,much,1.0
808,205,"Which comes first alphabetically, ""different"" or ""much""?
Output:",different,much,0.8
808,212,"Given two words, determine which one comes first in alphabetical order.
Word 1: ""different""
Word 2: ""much""
Output:",different,much,1.0
808,216,"Write a program that compares two words and outputs which one comes first alphabetically.
Word 1: ""different""
Word 2: ""much""
Output:",different,much,1.0
810,9,"Which word comes first in alphabetical order between ""adventure"" and ""movie""?",adventure,movie,1.0
810,29,"Please determine the position of ""adventure"" and ""movie"" in alphabetical order.",adventure,movie,1.0
810,32,"""Please determine the word that comes first in alphabetical order between ""movie"" and ""adventure"".",adventure,movie,1.0
810,70,"Which of the words ""movie"" and ""adventure"" is the first one when arranged in alphabetical order?",adventure,movie,1.0
810,76,"Out of the two presented words (""movie"" and ""adventure""), which is alphabetically smaller?",adventure,movie,0.0
810,85,"Compare the words ""movie"" and ""adventure"" and identify which one appears earlier in alphabetical order.",adventure,movie,1.0
810,92,"Which one precedes the other in alphabetical order: ""adventure"" or ""movie""?",adventure,movie,0.85
810,108,"Please specify which of the words ""movie"" and ""adventure"" appears first in alphabetical order.",adventure,movie,1.0
810,112,"Of the words ""movie"" and ""adventure"", which word comes first in alphabetical order? Please use your refined vocabulary to provide your answer.",adventure,movie,1.0
810,118,"In alphabetical order, which word between ""adventure"" and ""movie"" appears first?",adventure,movie,1.0
810,121,"Which word is alphabetically first, ""adventure"" or ""movie""?",adventure,movie,1.0
810,139,"Please determine which of the words, ""adventure"" and ""movie"", comes first in alphabetical order.",adventure,movie,1.0
810,144,"Which of the words, ""movie"" and ""adventure"", is listed first in alphabetical order?",adventure,movie,1.0
810,147,"Please determine which of the words ""movie"" and ""adventure"" comes first in alphabetical order.",adventure,movie,1.0
810,150,Which of the words 'movie' and 'adventure' comes first in alphabetical order?,adventure,movie,1.0
810,166,"Which of the given words, ""movie"" and ""adventure"", comes first in alphabetical order?",adventure,movie,0.0
810,179,"Please determine which of the following two words comes first alphabetically:
Word 1: ""movie""
Word 2: ""adventure""
The word that comes first alphabetically is:",adventure,movie,0.0
810,194,"Please determine which of the two given words comes first alphabetically.
Word 1: ""movie""
Word 2: ""adventure""
Output:",adventure,movie,1.0
810,206,"Please provide the word that comes first alphabetically out of two given words.
Word 1: ""adventure""
Word 2: ""movie""
Output word:",adventure,movie,1.0
810,216,"Write a program that compares two words and outputs which one comes first alphabetically.
Word 1: ""adventure""
Word 2: ""movie""
Output:",adventure,movie,1.0
818,14,"What is the first word in alphabetical order between ""guest"" and ""dressed""?",dressed,guest,1.0
818,23,"Which of the two words ""guest"" and ""dressed"" is listed first alphabetically?",dressed,guest,1.0
818,29,"Please determine the position of ""guest"" and ""dressed"" in alphabetical order.",dressed,guest,0.05
818,50,"Which word comes first in alphabetical order: ""guest"" or ""dressed""?",dressed,guest,1.0
818,60,"Determine which of the words ""guest"" and ""dressed"" comes first when arranged in alphabetical order.",dressed,guest,1.0
818,72,"Arrange ""dressed"" and ""guest"" in alphabetical order. Which comes first?",dressed,guest,1.0
818,75,"Which of the provided words comes first when arranged in alphabetical order: ""guest"" or ""dressed""?",dressed,guest,0.7
818,96,"If we arrange ""dressed"" and ""guest"" in alphabetical order, which one would come first?",dressed,guest,1.0
818,113,"Please indicate which of the two words, ""dressed"" and ""guest"", comes first in alphabetical order.",dressed,guest,1.0
818,117,"Which of the two words, ""dressed"" and ""guest"", comes first when arranged in alphabetical order?",dressed,guest,1.0
818,118,"In alphabetical order, which word between ""guest"" and ""dressed"" appears first?",dressed,guest,0.0
818,134,"Please determine which of the following words comes first alphabetically: ""dressed"" or ""guest"".",dressed,guest,0.95
818,137,"Which word comes first alphabetically, ""guest"" or ""dressed""?",dressed,guest,0.1
818,146,"Please determine the alphabetical order of the words ""dressed"" and ""guest"", and identify which one comes first.",dressed,guest,1.0
818,179,"Please determine which of the following two words comes first alphabetically:
Word 1: ""dressed""
Word 2: ""guest""
The word that comes first alphabetically is:",dressed,guest,1.0
818,194,"Please determine which of the two given words comes first alphabetically.
Word 1: ""guest""
Word 2: ""dressed""
Output:",dressed,guest,1.0
818,195,"Given two words, determine which comes first alphabetically.
Word 1: ""dressed""
Word 2: ""guest""
Output:",dressed,guest,1.0
818,214,"Write a program that determines which of two given words comes first when ordering them alphabetically. Your program should compare the first letter and proceed through the word until a difference is found, or one word is completely alphabetically before the other. 
Word 1: ""dressed""
Word 2: ""guest""
Output:",dressed,guest,1.0
818,225,"Write a program that determines which of two given words comes first alphabetically. Your program should take two strings as input and output the string that comes first alphabetically.
Word 1: ""guest""
Word 2: ""dressed""
Output word:",dressed,guest,1.0
818,227,"Compare two words alphabetically and determine which one comes first.
Word 1: ""guest""
Word 2: ""dressed""
Output:",dressed,guest,0.0
832,0,"Q: In an alphabetical order, which of the words ""software"" and ""after"" comes first?
A:",after,software,1.0
832,22,"Which word between ""software"" and ""after"" comes first in alphabetical order?",after,software,0.4
832,40,"What is the alphabetical order of ""after"" and ""software""?",after,software,1.0
832,43,"Which of the two words, ""after"" and ""software"", comes first when arranged in alphabetical order?",after,software,1.0
832,57,"Arrange ""software"" and ""after"" in alphabetical order and tell me which one comes first.",after,software,1.0
832,73,"Between ""software"" and ""after"", which word appears first when listed alphabetically?",after,software,1.0
832,78,"Order ""software"" and ""after"" alphabetically then select the first one.",after,software,0.25
832,97,"Between ""software"" and ""after"", which word is the first one when the words are sorted alphabetically?",after,software,0.95
832,105,"Please indicate which of the words ""software"" and ""after"" appears first in alphabetical order.",after,software,0.75
832,128,"Which word comes before the other, ""after"" or ""software"", in alphabetical order?",after,software,0.0
832,133,"To put ""software"" and ""after"" in order, which one comes first alphabetically?",after,software,1.0
832,137,"Which word comes first alphabetically, ""software"" or ""after""?",after,software,1.0
832,162,"Which word comes first in alphabetical order, ""after"" or ""software""?",after,software,0.9
832,165,"Which word comes first in the alphabet, ""software"" or ""after""?",after,software,0.85
832,178,"Given two words, determine which word comes first alphabetically.
Word 1: ""software""
Word 2: ""after""
Output:",after,software,1.0
832,215,"Write a program that compares two words and determines which one comes first when ordering them alphabetically.
word1: ""software""
word2: ""after""
Output:",after,software,0.9
832,216,"Write a program that compares two words and outputs which one comes first alphabetically.
Word 1: ""software""
Word 2: ""after""
Output:",after,software,0.75
832,228,"Write a program that determines which of the two provided words comes first alphabetically. You can assume that both words are in lowercase and contain only alphabetical characters.
Word 1: ""after""
Word 2: ""software""
Output:",after,software,0.9
832,231,"Write a program that compares two words and determines which one comes first in alphabetical order.
Word 1: ""software""
Word 2: ""after""
Output:",after,software,0.9
832,233,"Write a program that compares two words and outputs which one comes first in alphabetical order.
Word 1: ""software""
Word 2: ""after""
Output: The word that comes first in alphabetical order is",after,software,1.0
841,3,"Which word comes first in alphabetical order: ""tourist"" or ""airplane""?",airplane,tourist,0.2
841,10,"Which of the words ""tourist"" and ""airplane"" precedes the other in alphabetical order?",airplane,tourist,1.0
841,16,"Which word appears first in alphabetical order- ""tourist"" or ""airplane""?",airplane,tourist,0.0
841,17,"Which word comes first alphabetically, ""tourist"" or ""airplane""?",airplane,tourist,0.0
841,22,"Which word between ""airplane"" and ""tourist"" comes first in alphabetical order?",airplane,tourist,1.0
841,77,"When they are arranged alphabetically, which word comes first: ""tourist"" or ""airplane""?",airplane,tourist,0.4
841,83,"Determine which of the words ""airplane"" and ""tourist"" comes first alphabetically.",airplane,tourist,1.0
841,93,"Out of ""airplane"" and ""tourist"", which comes first when arranged in alphabetical order?",airplane,tourist,1.0
841,96,"If we arrange ""airplane"" and ""tourist"" in alphabetical order, which one would come first?",airplane,tourist,1.0
841,127,"Which word comes first in alphabetical order, ""airplane"" or ""tourist""?",airplane,tourist,0.0
841,149,"According to alphabetical order, which word comes first between 'airplane' and 'tourist'?",airplane,tourist,1.0
841,150,Which of the words 'airplane' and 'tourist' comes first in alphabetical order?,airplane,tourist,0.1
841,156,"Which word precedes the other in alphabetical order, ""tourist"" or ""airplane""?",airplane,tourist,0.0
841,163,"Which of the words ""airplane"" and ""tourist"" comes first alphabetically?",airplane,tourist,0.0
841,178,"Given two words, determine which word comes first alphabetically.
Word 1: ""tourist""
Word 2: ""airplane""
Output:",airplane,tourist,1.0
841,185,"Determine the alphabetical order of two given words and identify which one comes first. Please provide the two words separated by a comma.
Words: ""tourist"", ""airplane""
Output:",airplane,tourist,0.0
841,191,"Given two words, determine which one comes first when sorted alphabetically.
Word 1: ""airplane""
Word 2: ""tourist""
Output:",airplane,tourist,1.0
841,195,"Given two words, determine which comes first alphabetically.
Word 1: ""airplane""
Word 2: ""tourist""
Output:",airplane,tourist,0.0
841,214,"Write a program that determines which of two given words comes first when ordering them alphabetically. Your program should compare the first letter and proceed through the word until a difference is found, or one word is completely alphabetically before the other. 
Word 1: ""tourist""
Word 2: ""airplane""
Output:",airplane,tourist,0.2
841,220,"Write a program that compares two words and outputs which one comes first in alphabetical order. Your program should take two words as input and output the word that comes first.
Word 1: ""airplane""
Word 2: ""tourist""
Output word:",airplane,tourist,1.0
843,3,"Which word comes first in alphabetical order: ""actually"" or ""sink""?",actually,sink,0.0
843,25,"Which one of the words ""sink"" and ""actually"" appears first in alphabetical order?",actually,sink,1.0
843,45,"Which of the two words, ""sink"" and ""actually"", appears first in alphabetical order?",actually,sink,1.0
843,47,"Which word, ""sink"" or ""actually"", comes first in alphabetical order?",actually,sink,0.0
843,51,"Which of the words ""sink"" and ""actually"" comes first in alphabetical order?",actually,sink,1.0
843,54,"Which of the words ""actually"" and ""sink"" comes first alphabetically?",actually,sink,0.9
843,66,"Of the words ""sink"" and ""actually"", which comes first alphabetically?",actually,sink,1.0
843,78,"Order ""actually"" and ""sink"" alphabetically then select the first one.",actually,sink,0.75
843,87,"Consider the words ""actually"" and ""sink"". Which one appears first if we arrange them alphabetically?",actually,sink,1.0
843,113,"Please indicate which of the two words, ""sink"" and ""actually"", comes first in alphabetical order.",actually,sink,1.0
843,129,"Which of the words ""actually"" and ""sink"" is alphabetically first?",actually,sink,0.1
843,133,"To put ""sink"" and ""actually"" in order, which one comes first alphabetically?",actually,sink,1.0
843,140,"Which of the words, ""actually"" and ""sink"", is alphabetically first?",actually,sink,1.0
843,155,"Between ""sink"" and ""actually"", which word comes first alphabetically?",actually,sink,1.0
843,167,"Which word is listed first in alphabetical order, ""actually"" or ""sink""?",actually,sink,1.0
843,171,"Please determine which of the following two words comes first in alphabetical order:
Word 1: ""actually""
Word 2: ""sink""
Output:",actually,sink,0.3
843,178,"Given two words, determine which word comes first alphabetically.
Word 1: ""sink""
Word 2: ""actually""
Output:",actually,sink,1.0
843,186,"Given two words, determine their alphabetical order and identify which one comes first.
Word 1: ""actually""
Word 2: ""sink""
Output:",actually,sink,1.0
843,188,"Given two words, determine which word comes first when ordering them alphabetically. To do this, compare the first letter of each word and proceed through the word until a difference is found, or one word is completely alphabetically before the other. Return the word that comes first in alphabetical order.
Word 1: ""actually""
Word 2: ""sink""
Output word:",actually,sink,1.0
843,198,"Please determine which of the two provided words is the first one alphabetically. The two words to be compared are denoted by placeholders ""sink"" and ""actually"".
Word 1: ""sink""
Word 2: ""actually""
Output: The first word alphabetically is",actually,sink,1.0
845,3,"Which word comes first in alphabetical order: ""case"" or ""except""?",case,except,0.95
845,26,"Which of the two words, ""except"" and ""case"", comes first in alphabetical order?",case,except,0.0
845,28,"Please provide the alphabetical order of ""case"" and ""except"" and indicate which word comes first.",case,except,1.0
845,45,"Which of the two words, ""case"" and ""except"", appears first in alphabetical order?",case,except,1.0
845,51,"Which of the words ""case"" and ""except"" comes first in alphabetical order?",case,except,1.0
845,53,"Which word comes first in alphabetical order, ""except"" or ""case""?",case,except,0.35
845,68,"Arrange the words ""case"" and ""except"" in alphabetical order, then tell which one comes first.",case,except,1.0
845,73,"Between ""except"" and ""case"", which word appears first when listed alphabetically?",case,except,0.0
845,81,"""case"" and ""except"" are the words being compared, please compare to determine the first alphabetically.",case,except,0.3
845,106,"Which word comes first in alphabetical order, ""except"" or ""case""?",case,except,0.3
845,108,"Please specify which of the words ""except"" and ""case"" appears first in alphabetical order.",case,except,0.9
845,116,"Please determine which of the two words, ""case"" and ""except"", is alphabetically first.",case,except,1.0
845,127,"Which word comes first in alphabetical order, ""case"" or ""except""?",case,except,0.75
845,144,"Which of the words, ""except"" and ""case"", is listed first in alphabetical order?",case,except,0.0
845,152,"Which word comes first alphabetically, ""case"" or ""except""?",case,except,1.0
845,161,"Which word is alphabetically superior, ""except"" or ""case""?",case,except,1.0
845,181,"Please determine which of the two given words comes earlier in alphabetical order.
Word 1: ""except""
Word 2: ""case""
Output:",case,except,1.0
845,184,"Please determine the alphabetical order of two given words.
Word 1: ""case""
Word 2: ""except""
The alphabetical order is:",case,except,1.0
845,224,"Write a program that determines which of two given words comes first alphabetically. Your program should take two words as input and output the word that comes first in alphabetical order.
Word 1: ""except""
Word 2: ""case""
Output:",case,except,1.0
845,226,"Compare two words and determine which one comes first alphabetically.
Word 1: ""case""
Word 2: ""except""
Output:",case,except,1.0
846,5,"Which word between ""animal"" and ""possible"" appears first in alphabetical order?",animal,possible,1.0
846,8,"Rewritten prompt: ""Which word between ""animal"" and ""possible"" appears first when arranged in alphabetical order?""",animal,possible,1.0
846,25,"Which one of the words ""possible"" and ""animal"" appears first in alphabetical order?",animal,possible,1.0
846,51,"Which of the words ""animal"" and ""possible"" comes first in alphabetical order?",animal,possible,1.0
846,54,"Which of the words ""animal"" and ""possible"" comes first alphabetically?",animal,possible,1.0
846,63,"Determine which of the words ""animal"" and ""possible"" comes first in alphabetical order.",animal,possible,1.0
846,72,"Arrange ""possible"" and ""animal"" in alphabetical order. Which comes first?",animal,possible,1.0
846,77,"When they are arranged alphabetically, which word comes first: ""animal"" or ""possible""?",animal,possible,1.0
846,79,"Which word is first in alphabetical order - ""possible"" or ""animal""?",animal,possible,1.0
846,103,"Please indicate the word that comes first in alphabetical order between ""animal"" and ""possible"".",animal,possible,1.0
846,121,"Which word is alphabetically first, ""possible"" or ""animal""?",animal,possible,0.0
846,123,"Which word would appear first in a dictionary, ""animal"" or ""possible""?",animal,possible,1.0
846,152,"Which word comes first alphabetically, ""animal"" or ""possible""?",animal,possible,0.15
846,153,"Which of the words ""possible"" and ""animal"" is alphabetically first?",animal,possible,0.65
846,180,"Please determine which word comes first in the alphabet between two given words.
Word 1: ""animal""
Word 2: ""possible""
Output:",animal,possible,0.0
846,198,"Please determine which of the two provided words is the first one alphabetically. The two words to be compared are denoted by placeholders ""animal"" and ""possible"".
Word 1: ""animal""
Word 2: ""possible""
Output: The first word alphabetically is",animal,possible,1.0
846,202,"Write a program that determines which of two given words comes first in alphabetical order. Your program should take two words as input and output the word that comes first in alphabetical order.
Word 1: ""possible""
Word 2: ""animal""
Output word:",animal,possible,1.0
846,209,"Given two words, determine which one comes earlier in alphabetical order.
Word 1: ""possible""
Word 2: ""animal""
Output:",animal,possible,0.45
846,212,"Given two words, determine which one comes first in alphabetical order.
Word 1: ""possible""
Word 2: ""animal""
Output:",animal,possible,1.0
846,232,"Write a program that takes two words as input and outputs which word comes first in alphabetical order.
Word1: ""animal""
Word2: ""possible""
Output:",animal,possible,1.0
858,2,"Q: Of the words ""sunglasses"" and ""add"", which word comes first alphabetically?
A:",add,sunglasses,1.0
858,3,"Which word comes first in alphabetical order: ""add"" or ""sunglasses""?",add,sunglasses,0.0
858,13,"Which word appears first in alphabetical order between ""add"" and ""sunglasses""?",add,sunglasses,1.0
858,15,"Which of the two given words, ""sunglasses"" or ""add"", appears first in alphabetical order?",add,sunglasses,1.0
858,22,"Which word between ""add"" and ""sunglasses"" comes first in alphabetical order?",add,sunglasses,1.0
858,23,"Which of the two words ""sunglasses"" and ""add"" is listed first alphabetically?",add,sunglasses,1.0
858,42,"Which of the following words, ""add"" or ""sunglasses"", comes first in alphabetical order?",add,sunglasses,1.0
858,51,"Which of the words ""sunglasses"" and ""add"" comes first in alphabetical order?",add,sunglasses,1.0
858,62,"Which word comes first alphabetically, ""add"" or ""sunglasses""?",add,sunglasses,0.0
858,86,"Which word comes first in alphabetical order: ""sunglasses"" or ""add""?",add,sunglasses,0.3
858,95,"Which of ""add"" and ""sunglasses"" precedes the other when the words are arranged alphabetically?",add,sunglasses,1.0
858,163,"Which of the words ""add"" and ""sunglasses"" comes first alphabetically?",add,sunglasses,1.0
858,167,"Which word is listed first in alphabetical order, ""add"" or ""sunglasses""?",add,sunglasses,0.0
858,170,"Which word is the first in alphabetical order, ""add"" or ""sunglasses""?",add,sunglasses,0.0
858,172,"Please determine which of the following two words comes first in alphabetical order: ""add"" or ""sunglasses"".
The word that comes first in alphabetical order is:",add,sunglasses,1.0
858,184,"Please determine the alphabetical order of two given words.
Word 1: ""sunglasses""
Word 2: ""add""
The alphabetical order is:",add,sunglasses,1.0
858,210,"Write a program that determines the alphabetical order of two given words. Your program should output the words in alphabetical order.
Word 1: ""add""
Word 2: ""sunglasses""
Output: The words in alphabetical order are:",add,sunglasses,1.0
858,215,"Write a program that compares two words and determines which one comes first when ordering them alphabetically.
word1: ""add""
word2: ""sunglasses""
Output:",add,sunglasses,1.0
858,218,"Write a program that compares two words and returns the one that comes first when sorted alphabetically. Your program should take two words as input and output the word that comes first.
Word 1: ""sunglasses""
Word 2: ""add""
Output word:",add,sunglasses,1.0
858,230,"Compare two words and determine which one comes first in alphabetical order.
Word 1: ""add""
Word 2: ""sunglasses""
Output:",add,sunglasses,0.05
863,6,"Here's a rephrased prompt:
'''Q: Which word comes first in alphabetical order: ""volleyball"" or ""playground""?
A:'''",playground,volleyball,1.0
863,30,"Arrange the words ""playground"" and ""volleyball"" in alphabetical order and provide the word that comes first.",playground,volleyball,1.0
863,33,Arrange the words 'volleyball' and 'playground' in alphabetical order and provide the word that comes first.,playground,volleyball,1.0
863,51,"Which of the words ""volleyball"" and ""playground"" comes first in alphabetical order?",playground,volleyball,1.0
863,52,"Determine which word comes first alphabetically between ""volleyball"" and ""playground"".",playground,volleyball,1.0
863,53,"Which word comes first in alphabetical order, ""playground"" or ""volleyball""?",playground,volleyball,1.0
863,57,"Arrange ""volleyball"" and ""playground"" in alphabetical order and tell me which one comes first.",playground,volleyball,1.0
863,63,"Determine which of the words ""volleyball"" and ""playground"" comes first in alphabetical order.",playground,volleyball,1.0
863,65,"Which word between ""playground"" and ""volleyball"" appears first in alphabetical order?",playground,volleyball,1.0
863,97,"Between ""volleyball"" and ""playground"", which word is the first one when the words are sorted alphabetically?",playground,volleyball,1.0
863,139,"Please determine which of the words, ""volleyball"" and ""playground"", comes first in alphabetical order.",playground,volleyball,1.0
863,150,Which of the words 'volleyball' and 'playground' comes first in alphabetical order?,playground,volleyball,1.0
863,158,"Which word would you find first if you looked it up in the dictionary, ""volleyball"" or ""playground""?",playground,volleyball,1.0
863,163,"Which of the words ""volleyball"" and ""playground"" comes first alphabetically?",playground,volleyball,1.0
863,172,"Please determine which of the following two words comes first in alphabetical order: ""playground"" or ""volleyball"".
The word that comes first in alphabetical order is:",playground,volleyball,1.0
863,179,"Please determine which of the following two words comes first alphabetically:
Word 1: ""playground""
Word 2: ""volleyball""
The word that comes first alphabetically is:",playground,volleyball,1.0
863,183,"Please determine the alphabetical order of two given words.
Word 1: ""volleyball""
Word 2: ""playground""
The alphabetical order of the given words is:",playground,volleyball,1.0
863,190,"Please determine which of the two given words comes first in alphabetical order.
Word 1: ""playground""
Word 2: ""volleyball""
Output:",playground,volleyball,1.0
863,194,"Please determine which of the two given words comes first alphabetically.
Word 1: ""playground""
Word 2: ""volleyball""
Output:",playground,volleyball,1.0
863,231,"Write a program that compares two words and determines which one comes first in alphabetical order.
Word 1: ""volleyball""
Word 2: ""playground""
Output:",playground,volleyball,0.65
865,7,"Which word comes first in alphabetical order - ""accident"" or ""his""?",accident,his,0.0
865,8,"Rewritten prompt: ""Which word between ""accident"" and ""his"" appears first when arranged in alphabetical order?""",accident,his,1.0
865,26,"Which of the two words, ""accident"" and ""his"", comes first in alphabetical order?",accident,his,1.0
865,46,"Which of the two words ""accident"" and ""his"" comes first in alphabetical order?",accident,his,1.0
865,54,"Which of the words ""accident"" and ""his"" comes first alphabetically?",accident,his,0.0
865,65,"Which word between ""accident"" and ""his"" appears first in alphabetical order?",accident,his,0.0
865,66,"Of the words ""accident"" and ""his"", which comes first alphabetically?",accident,his,0.0
865,74,"Please determine the first word alphabetically between ""accident"" and ""his"".",accident,his,0.45
