question_id,prompt,correct_answer,distractor,correct
777,"Q: Which word has more letters, ""stadium"" or ""build""?
A:",stadium,build,0.2
778,"Q: Which word has more letters, ""site"" or ""quickly""?
A:",quickly,site,0.05
779,"Q: Which word has more letters, ""take"" or ""sky""?
A:",take,sky,0.1
780,"Q: Which word has more letters, ""later"" or ""very""?
A:",later,very,0.25
781,"Q: Which word has more letters, ""swim"" or ""movie""?
A:",movie,swim,0.75
782,"Q: Which word has more letters, ""empty"" or ""singular""?
A:",singular,empty,0.15
783,"Q: Which word has more letters, ""hotel"" or ""try""?
A:",hotel,try,0.3
784,"Q: Which word has more letters, ""once"" or ""guest""?
A:",guest,once,0.2
785,"Q: Which word has more letters, ""point"" or ""lost""?
A:",point,lost,0.45
786,"Q: Which word has more letters, ""mug"" or ""drum""?
A:",drum,mug,0.2
787,"Q: Which word has more letters, ""old"" or ""snake""?
A:",snake,old,0.35
788,"Q: Which word has more letters, ""kitchen"" or ""horse""?
A:",kitchen,horse,0.5
789,"Q: Which word has more letters, ""forest"" or ""map""?
A:",forest,map,0.05
790,"Q: Which word has more letters, ""fat"" or ""skirt""?
A:",skirt,fat,0.3
791,"Q: Which word has more letters, ""cabinet"" or ""cover""?
A:",cabinet,cover,0.35
792,"Q: Which word has more letters, ""hair"" or ""bridge""?
A:",bridge,hair,0.05
793,"Q: Which word has more letters, ""final"" or ""love""?
A:",final,love,0.6
794,"Q: Which word has more letters, ""change"" or ""ice""?
A:",change,ice,0.6
795,"Q: Which word has more letters, ""since"" or ""cry""?
A:",since,cry,0.75
796,"Q: Which word has more letters, ""farm"" or ""young""?
A:",young,farm,0.55
797,"Q: Which word has more letters, ""reading"" or ""buy""?
A:",reading,buy,0.65
798,"Q: Which word has more letters, ""pocket"" or ""taxi""?
A:",pocket,taxi,0.2
799,"Q: Which word has more letters, ""bean"" or ""notes""?
A:",notes,bean,0.4
800,"Q: Which word has more letters, ""birthday"" or ""gram""?
A:",birthday,gram,0.35
801,"Q: Which word has more letters, ""bar"" or ""suit""?
A:",suit,bar,0.1
802,"Q: Which word has more letters, ""orange"" or ""copy""?
A:",orange,copy,0.1
803,"Q: Which word has more letters, ""hey"" or ""house""?
A:",house,hey,0.2
804,"Q: Which word has more letters, ""wine"" or ""match""?
A:",match,wine,0.9
805,"Q: Which word has more letters, ""skating"" or ""dance""?
A:",skating,dance,0.35
806,"Q: Which word has more letters, ""must"" or ""itself""?
A:",itself,must,0.2
807,"Q: Which word has more letters, ""mistake"" or ""map""?
A:",mistake,map,0.9
808,"Q: Which word has more letters, ""date"" or ""steal""?
A:",steal,date,0.05
809,"Q: Which word has more letters, ""garlic"" or ""menu""?
A:",garlic,menu,0.25
810,"Q: Which word has more letters, ""half"" or ""dangerous""?
A:",dangerous,half,0.0
811,"Q: Which word has more letters, ""itself"" or ""half""?
A:",itself,half,0.05
812,"Q: Which word has more letters, ""fried"" or ""town""?
A:",fried,town,0.1
813,"Q: Which word has more letters, ""take"" or ""bus""?
A:",take,bus,0.25
814,"Q: Which word has more letters, ""large"" or ""guy""?
A:",large,guy,0.25
815,"Q: Which word has more letters, ""past"" or ""stand""?
A:",stand,past,0.1
816,"Q: Which word has more letters, ""policeman"" or ""car""?
A:",policeman,car,0.7
817,"Q: Which word has more letters, ""mad"" or ""stop""?
A:",stop,mad,0.2
818,"Q: Which word has more letters, ""purse"" or ""year""?
A:",purse,year,0.15
819,"Q: Which word has more letters, ""market"" or ""bed""?
A:",market,bed,0.65
820,"Q: Which word has more letters, ""stove"" or ""finger""?
A:",finger,stove,0.45
821,"Q: Which word has more letters, ""us"" or ""belt""?
A:",belt,us,0.05
822,"Q: Which word has more letters, ""just"" or ""movie""?
A:",movie,just,0.2
823,"Q: Which word has more letters, ""do"" or ""soap""?
A:",soap,do,0.05
824,"Q: Which word has more letters, ""so"" or ""empty""?
A:",empty,so,0.35
825,"Q: Which word has more letters, ""lemon"" or ""life""?
A:",lemon,life,0.05
826,"Q: Which word has more letters, ""mix"" or ""diary""?
A:",diary,mix,0.1
827,"Q: Which word has more letters, ""far"" or ""upset""?
A:",upset,far,0.5
828,"Q: Which word has more letters, ""bed"" or ""hers""?
A:",hers,bed,0.25
829,"Q: Which word has more letters, ""snow"" or ""me""?
A:",snow,me,0.8
830,"Q: Which word has more letters, ""tired"" or ""pain""?
A:",tired,pain,0.5
831,"Q: Which word has more letters, ""old"" or ""file""?
A:",file,old,0.35
832,"Q: Which word has more letters, ""pig"" or ""history""?
A:",history,pig,0.35
833,"Q: Which word has more letters, ""quickly"" or ""drink""?
A:",quickly,drink,0.05
834,"Q: Which word has more letters, ""chemistry"" or ""head""?
A:",chemistry,head,0.35
835,"Q: Which word has more letters, ""bring"" or ""walk""?
A:",bring,walk,0.0
836,"Q: Which word has more letters, ""listen"" or ""love""?
A:",listen,love,0.3
837,"Q: Which word has more letters, ""bat"" or ""fresh""?
A:",fresh,bat,0.05
838,"Q: Which word has more letters, ""cream"" or ""various""?
A:",various,cream,0.05
839,"Q: Which word has more letters, ""bike"" or ""train""?
A:",train,bike,0.25
840,"Q: Which word has more letters, ""brain"" or ""police""?
A:",police,brain,0.0
841,"Q: Which word has more letters, ""carpet"" or ""sad""?
A:",carpet,sad,0.6
842,"Q: Which word has more letters, ""nurse"" or ""ham""?
A:",nurse,ham,0.35
843,"Q: Which word has more letters, ""mine"" or ""bridge""?
A:",bridge,mine,0.3
844,"Q: Which word has more letters, ""round"" or ""sit""?
A:",round,sit,0.0
845,"Q: Which word has more letters, ""next"" or ""sit""?
A:",next,sit,0.6
846,"Q: Which word has more letters, ""me"" or ""once""?
A:",once,me,0.0
847,"Q: Which word has more letters, ""at"" or ""hotel""?
A:",hotel,at,0.35
848,"Q: Which word has more letters, ""hour"" or ""stamp""?
A:",stamp,hour,0.3
849,"Q: Which word has more letters, ""lamp"" or ""who""?
A:",lamp,who,0.45
850,"Q: Which word has more letters, ""guitar"" or ""fun""?
A:",guitar,fun,0.25
851,"Q: Which word has more letters, ""what"" or ""monkey""?
A:",monkey,what,0.4
852,"Q: Which word has more letters, ""often"" or ""push""?
A:",often,push,0.2
853,"Q: Which word has more letters, ""toy"" or ""rain""?
A:",rain,toy,0.05
854,"Q: Which word has more letters, ""hope"" or ""chain""?
A:",chain,hope,0.55
855,"Q: Which word has more letters, ""subject"" or ""clown""?
A:",subject,clown,0.4
856,"Q: Which word has more letters, ""drive"" or ""fog""?
A:",drive,fog,0.65
857,"Q: Which word has more letters, ""grape"" or ""run""?
A:",grape,run,0.7
858,"Q: Which word has more letters, ""tea"" or ""sport""?
A:",sport,tea,0.05
859,"Q: Which word has more letters, ""their"" or ""gym""?
A:",their,gym,0.45
860,"Q: Which word has more letters, ""fact"" or ""table""?
A:",table,fact,0.2
861,"Q: Which word has more letters, ""enjoy"" or ""work""?
A:",enjoy,work,0.2
862,"Q: Which word has more letters, ""must"" or ""bad""?
A:",must,bad,0.65
863,"Q: Which word has more letters, ""actor"" or ""hockey""?
A:",hockey,actor,0.25
864,"Q: Which word has more letters, ""store"" or ""glad""?
A:",store,glad,0.5
865,"Q: Which word has more letters, ""answer"" or ""point""?
A:",answer,point,0.55
866,"Q: Which word has more letters, ""fork"" or ""her""?
A:",fork,her,0.45
867,"Q: Which word has more letters, ""sick"" or ""melon""?
A:",melon,sick,0.6
868,"Q: Which word has more letters, ""for"" or ""more""?
A:",more,for,0.65
869,"Q: Which word has more letters, ""guitar"" or ""at""?
A:",guitar,at,0.1
870,"Q: Which word has more letters, ""love"" or ""magic""?
A:",magic,love,0.05
871,"Q: Which word has more letters, ""pen"" or ""fish""?
A:",fish,pen,0.45
872,"Q: Which word has more letters, ""east"" or ""yours""?
A:",yours,east,0.15
873,"Q: Which word has more letters, ""hand"" or ""early""?
A:",early,hand,0.2
874,"Q: Which word has more letters, ""print"" or ""busy""?
A:",print,busy,0.35
875,"Q: Which word has more letters, ""myself"" or ""yeah""?
A:",myself,yeah,0.25
876,"Q: Which word has more letters, ""problem"" or ""make""?
A:",problem,make,0.65
877,"Q: Which word has more letters, ""birth"" or ""hit""?
A:",birth,hit,0.55
878,"Q: Which word has more letters, ""family"" or ""heavy""?
A:",family,heavy,0.4
879,"Q: Which word has more letters, ""math"" or ""tea""?
A:",math,tea,0.15
880,"Q: Which word has more letters, ""learn"" or ""type""?
A:",learn,type,0.3
881,"Q: Which word has more letters, ""love"" or ""horse""?
A:",horse,love,0.4
882,"Q: Which word has more letters, ""notice"" or ""knife""?
A:",notice,knife,0.05
883,"Q: Which word has more letters, ""friendly"" or ""bike""?
A:",friendly,bike,0.6
884,"Q: Which word has more letters, ""far"" or ""smoke""?
A:",smoke,far,0.0
885,"Q: Which word has more letters, ""dream"" or ""fair""?
A:",dream,fair,0.8
886,"Q: Which word has more letters, ""wet"" or ""holiday""?
A:",holiday,wet,0.55
887,"Q: Which word has more letters, ""hospital"" or ""mosque""?
A:",hospital,mosque,0.75
888,"Q: Which word has more letters, ""type"" or ""kitchen""?
A:",kitchen,type,0.4
889,"Q: Which word has more letters, ""lose"" or ""our""?
A:",lose,our,0.15
890,"Q: Which word has more letters, ""forest"" or ""give""?
A:",forest,give,0.6
891,"Q: Which word has more letters, ""things"" or ""sock""?
A:",things,sock,0.35
892,"Q: Which word has more letters, ""win"" or ""mouth""?
A:",mouth,win,0.0
893,"Q: Which word has more letters, ""long"" or ""uniform""?
A:",uniform,long,0.2
894,"Q: Which word has more letters, ""bike"" or ""age""?
A:",bike,age,0.05
895,"Q: Which word has more letters, ""brush"" or ""walking""?
A:",walking,brush,0.2
896,"Q: Which word has more letters, ""an"" or ""nice""?
A:",nice,an,0.0
897,"Q: Which word has more letters, ""silver"" or ""job""?
A:",silver,job,0.3
898,"Q: Which word has more letters, ""strong"" or ""often""?
A:",strong,often,0.25
899,"Q: Which word has more letters, ""question"" or ""disco""?
A:",question,disco,0.65
900,"Q: Which word has more letters, ""cry"" or ""blond""?
A:",blond,cry,0.3
901,"Q: Which word has more letters, ""fan"" or ""very""?
A:",very,fan,0.0
902,"Q: Which word has more letters, ""those"" or ""draw""?
A:",those,draw,0.7
903,"Q: Which word has more letters, ""he"" or ""milk""?
A:",milk,he,0.1
904,"Q: Which word has more letters, ""hit"" or ""down""?
A:",down,hit,0.75
905,"Q: Which word has more letters, ""friend"" or ""piano""?
A:",friend,piano,0.6
906,"Q: Which word has more letters, ""whole"" or ""sink""?
A:",whole,sink,0.5
907,"Q: Which word has more letters, ""modern"" or ""old""?
A:",modern,old,0.2
908,"Q: Which word has more letters, ""storm"" or ""park""?
A:",storm,park,0.6
909,"Q: Which word has more letters, ""alone"" or ""put""?
A:",alone,put,0.6
910,"Q: Which word has more letters, ""new"" or ""paint""?
A:",paint,new,0.3
911,"Q: Which word has more letters, ""site"" or ""player""?
A:",player,site,0.0
912,"Q: Which word has more letters, ""outside"" or ""bring""?
A:",outside,bring,0.85
913,"Q: Which word has more letters, ""not"" or ""glove""?
A:",glove,not,0.35
914,"Q: Which word has more letters, ""now"" or ""love""?
A:",love,now,0.85
915,"Q: Which word has more letters, ""market"" or ""ago""?
A:",market,ago,0.0
916,"Q: Which word has more letters, ""cover"" or ""know""?
A:",cover,know,0.75
917,"Q: Which word has more letters, ""player"" or ""liter""?
A:",player,liter,0.8
918,"Q: Which word has more letters, ""player"" or ""oh""?
A:",player,oh,0.25
919,"Q: Which word has more letters, ""leg"" or ""bear""?
A:",bear,leg,0.0
920,"Q: Which word has more letters, ""who"" or ""until""?
A:",until,who,0.2
921,"Q: Which word has more letters, ""cloud"" or ""find""?
A:",cloud,find,0.8
922,"Q: Which word has more letters, ""golden"" or ""bank""?
A:",golden,bank,0.0
923,"Q: Which word has more letters, ""guy"" or ""build""?
A:",build,guy,0.7
924,"Q: Which word has more letters, ""ask"" or ""menu""?
A:",menu,ask,0.3
925,"Q: Which word has more letters, ""steal"" or ""slow""?
A:",steal,slow,0.05
926,"Q: Which word has more letters, ""date"" or ""friendly""?
A:",friendly,date,0.1
927,"Q: Which word has more letters, ""lunch"" or ""sink""?
A:",lunch,sink,0.65
928,"Q: Which word has more letters, ""eat"" or ""help""?
A:",help,eat,0.4
929,"Q: Which word has more letters, ""flight"" or ""guest""?
A:",flight,guest,0.4
930,"Q: Which word has more letters, ""chair"" or ""girl""?
A:",chair,girl,0.35
931,"Q: Which word has more letters, ""world"" or ""soft""?
A:",world,soft,0.75
932,"Q: Which word has more letters, ""top"" or ""along""?
A:",along,top,0.05
933,"Q: Which word has more letters, ""soul"" or ""machine""?
A:",machine,soul,0.3
934,"Q: Which word has more letters, ""model"" or ""half""?
A:",model,half,0.4
935,"Q: Which word has more letters, ""beard"" or ""hot""?
A:",beard,hot,0.8
936,"Q: Which word has more letters, ""uniform"" or ""cry""?
A:",uniform,cry,0.75
937,"Q: Which word has more letters, ""chair"" or ""save""?
A:",chair,save,0.55
938,"Q: Which word has more letters, ""famous"" or ""quick""?
A:",famous,quick,0.4
939,"Q: Which word has more letters, ""yet"" or ""question""?
A:",question,yet,0.05
940,"Q: Which word has more letters, ""friendly"" or ""soup""?
A:",friendly,soup,0.7
941,"Q: Which word has more letters, ""jacket"" or ""mouth""?
A:",jacket,mouth,0.45
942,"Q: Which word has more letters, ""card"" or ""delay""?
A:",delay,card,0.1
943,"Q: Which word has more letters, ""closed"" or ""case""?
A:",closed,case,0.05
944,"Q: Which word has more letters, ""bother"" or ""thin""?
A:",bother,thin,0.1
945,"Q: Which word has more letters, ""copy"" or ""scarf""?
A:",scarf,copy,0.35
946,"Q: Which word has more letters, ""get"" or ""second""?
A:",second,get,0.85
947,"Q: Which word has more letters, ""large"" or ""bath""?
A:",large,bath,0.5
948,"Q: Which word has more letters, ""month"" or ""low""?
A:",month,low,0.55
949,"Q: Which word has more letters, ""year"" or ""clean""?
A:",clean,year,0.2
950,"Q: Which word has more letters, ""year"" or ""skirt""?
A:",skirt,year,0.2
951,"Q: Which word has more letters, ""leg"" or ""yeah""?
A:",yeah,leg,0.05
952,"Q: Which word has more letters, ""face"" or ""old""?
A:",face,old,0.6
953,"Q: Which word has more letters, ""husband"" or ""bag""?
A:",husband,bag,0.05
954,"Q: Which word has more letters, ""desk"" or ""mother""?
A:",mother,desk,0.0
955,"Q: Which word has more letters, ""nice"" or ""plant""?
A:",plant,nice,0.35
956,"Q: Which word has more letters, ""outside"" or ""by""?
A:",outside,by,0.3
957,"Q: Which word has more letters, ""drink"" or ""myself""?
A:",myself,drink,0.25
958,"Q: Which word has more letters, ""store"" or ""real""?
A:",store,real,0.55
959,"Q: Which word has more letters, ""thin"" or ""world""?
A:",world,thin,0.15
960,"Q: Which word has more letters, ""hard"" or ""twice""?
A:",twice,hard,0.7
961,"Q: Which word has more letters, ""listen"" or ""card""?
A:",listen,card,0.45
962,"Q: Which word has more letters, ""cola"" or ""clear""?
A:",clear,cola,0.65
963,"Q: Which word has more letters, ""put"" or ""real""?
A:",real,put,0.2
964,"Q: Which word has more letters, ""extra"" or ""polite""?
A:",polite,extra,0.0
965,"Q: Which word has more letters, ""bear"" or ""family""?
A:",family,bear,0.55
966,"Q: Which word has more letters, ""birthday"" or ""name""?
A:",birthday,name,0.25
967,"Q: Which word has more letters, ""listen"" or ""pray""?
A:",listen,pray,0.4
968,"Q: Which word has more letters, ""extra"" or ""hit""?
A:",extra,hit,0.55
969,"Q: Which word has more letters, ""ocean"" or ""plastic""?
A:",plastic,ocean,0.25
970,"Q: Which word has more letters, ""another"" or ""sort""?
A:",another,sort,0.9
971,"Q: Which word has more letters, ""place"" or ""toe""?
A:",place,toe,0.5
972,"Q: Which word has more letters, ""double"" or ""her""?
A:",double,her,0.2
973,"Q: Which word has more letters, ""of"" or ""nature""?
A:",nature,of,0.05
974,"Q: Which word has more letters, ""hat"" or ""note""?
A:",note,hat,0.15
975,"Q: Which word has more letters, ""bowl"" or ""knife""?
A:",knife,bowl,0.4
976,"Q: Which word has more letters, ""shower"" or ""keyboard""?
A:",keyboard,shower,0.6
977,"Q: Which word has more letters, ""wild"" or ""mouse""?
A:",mouse,wild,0.15
978,"Q: Which word has more letters, ""duck"" or ""quiet""?
A:",quiet,duck,0.35
979,"Q: Which word has more letters, ""today"" or ""sofa""?
A:",today,sofa,0.1
980,"Q: Which word has more letters, ""opera"" or ""than""?
A:",opera,than,0.05
981,"Q: Which word has more letters, ""she"" or ""pack""?
A:",pack,she,0.05
982,"Q: Which word has more letters, ""road"" or ""friend""?
A:",friend,road,0.2
983,"Q: Which word has more letters, ""side"" or ""sugar""?
A:",sugar,side,0.3
984,"Q: Which word has more letters, ""fun"" or ""body""?
A:",body,fun,0.1
985,"Q: Which word has more letters, ""fail"" or ""above""?
A:",above,fail,0.05
986,"Q: Which word has more letters, ""bread"" or ""strong""?
A:",strong,bread,0.0
987,"Q: Which word has more letters, ""fly"" or ""orange""?
A:",orange,fly,0.0
988,"Q: Which word has more letters, ""oh"" or ""skating""?
A:",skating,oh,0.55
989,"Q: Which word has more letters, ""pet"" or ""table""?
A:",table,pet,0.85
990,"Q: Which word has more letters, ""thing"" or ""go""?
A:",thing,go,0.6
991,"Q: Which word has more letters, ""age"" or ""board""?
A:",board,age,0.05
992,"Q: Which word has more letters, ""wild"" or ""might""?
A:",might,wild,0.0
993,"Q: Which word has more letters, ""art"" or ""page""?
A:",page,art,0.45
994,"Q: Which word has more letters, ""dance"" or ""gate""?
A:",dance,gate,0.25
995,"Q: Which word has more letters, ""chat"" or ""learn""?
A:",learn,chat,0.7
996,"Q: Which word has more letters, ""mouth"" or ""around""?
A:",around,mouth,0.2
997,"Q: Which word has more letters, ""sugar"" or ""win""?
A:",sugar,win,0.2
998,"Q: Which word has more letters, ""no"" or ""disco""?
A:",disco,no,0.3
999,"Q: Which word has more letters, ""lake"" or ""sport""?
A:",sport,lake,0.0
1000,"Q: Which word has more letters, ""question"" or ""town""?
A:",question,town,0.65
1001,"Q: Which word is longer, ""no"" or ""chat""?
A:",chat,no,0.25
1002,"Q: Which word is longer, ""fit"" or ""rice""?
A:",rice,fit,0.1
1003,"Q: Which word is longer, ""fact"" or ""polite""?
A:",polite,fact,0.0
1004,"Q: Which word is longer, ""reason"" or ""like""?
A:",reason,like,0.5
1005,"Q: Which word is longer, ""roast"" or ""want""?
A:",roast,want,0.15
1006,"Q: Which word is longer, ""each"" or ""uniform""?
A:",uniform,each,0.4
1007,"Q: Which word is longer, ""steal"" or ""mistake""?
A:",mistake,steal,1.0
1008,"Q: Which word is longer, ""cola"" or ""night""?
A:",night,cola,1.0
1009,"Q: Which word is longer, ""side"" or ""guest""?
A:",guest,side,0.0
1010,"Q: Which word is longer, ""mix"" or ""group""?
A:",group,mix,0.0
1011,"Q: Which word is longer, ""stadium"" or ""trip""?
A:",stadium,trip,0.15
1012,"Q: Which word is longer, ""yet"" or ""dish""?
A:",dish,yet,0.0
1013,"Q: Which word is longer, ""about"" or ""face""?
A:",about,face,0.65
1014,"Q: Which word is longer, ""table"" or ""cow""?
A:",table,cow,0.95
1015,"Q: Which word is longer, ""neighbor"" or ""details""?
A:",neighbor,details,0.35
1016,"Q: Which word is longer, ""policeman"" or ""war""?
A:",policeman,war,0.05
1017,"Q: Which word is longer, ""question"" or ""ham""?
A:",question,ham,0.45
1018,"Q: Which word is longer, ""bed"" or ""chain""?
A:",chain,bed,0.0
1019,"Q: Which word is longer, ""by"" or ""skirt""?
A:",skirt,by,0.0
1020,"Q: Which word is longer, ""final"" or ""wash""?
A:",final,wash,0.45
1021,"Q: Which word is longer, ""who"" or ""home""?
A:",home,who,0.35
1022,"Q: Which word is longer, ""those"" or ""shoe""?
A:",those,shoe,0.6
1023,"Q: Which word is longer, ""reading"" or ""much""?
A:",reading,much,0.15
1024,"Q: Which word is longer, ""towel"" or ""tire""?
A:",towel,tire,0.3
1025,"Q: Which word is longer, ""thank"" or ""cat""?
A:",thank,cat,0.1
1026,"Q: Which word is longer, ""fun"" or ""side""?
A:",side,fun,0.25
1027,"Q: Which word is longer, ""want"" or ""model""?
A:",model,want,0.7
1028,"Q: Which word is longer, ""family"" or ""golf""?
A:",family,golf,0.55
1029,"Q: Which word is longer, ""box"" or ""place""?
A:",place,box,0.1
1030,"Q: Which word is longer, ""flight"" or ""fashion""?
A:",fashion,flight,0.1
1031,"Q: Which word is longer, ""flight"" or ""cup""?
A:",flight,cup,0.15
1032,"Q: Which word is longer, ""bother"" or ""one""?
A:",bother,one,0.0
1033,"Q: Which word is longer, ""finger"" or ""soap""?
A:",finger,soap,0.3
1034,"Q: Which word is longer, ""stomach"" or ""face""?
A:",stomach,face,0.1
1035,"Q: Which word is longer, ""think"" or ""try""?
A:",think,try,0.05
1036,"Q: Which word is longer, ""fresh"" or ""suit""?
A:",fresh,suit,0.25
1037,"Q: Which word is longer, ""delay"" or ""company""?
A:",company,delay,0.35
1038,"Q: Which word is longer, ""teach"" or ""guy""?
A:",teach,guy,0.9
1039,"Q: Which word is longer, ""with"" or ""about""?
A:",about,with,0.85
1040,"Q: Which word is longer, ""explain"" or ""oil""?
A:",explain,oil,0.9
1041,"Q: Which word is longer, ""boring"" or ""cover""?
A:",boring,cover,0.2
1042,"Q: Which word is longer, ""water"" or ""very""?
A:",water,very,0.2
1043,"Q: Which word is longer, ""instead"" or ""father""?
A:",instead,father,0.4
1044,"Q: Which word is longer, ""tea"" or ""find""?
A:",find,tea,0.0
1045,"Q: Which word is longer, ""sun"" or ""pack""?
A:",pack,sun,0.2
1046,"Q: Which word is longer, ""about"" or ""father""?
A:",father,about,0.1
1047,"Q: Which word is longer, ""pilot"" or ""camp""?
A:",pilot,camp,0.4
1048,"Q: Which word is longer, ""sun"" or ""page""?
A:",page,sun,0.25
1049,"Q: Which word is longer, ""enough"" or ""yours""?
A:",enough,yours,0.4
1050,"Q: Which word is longer, ""mouth"" or ""almost""?
A:",almost,mouth,0.05
1051,"Q: Which word is longer, ""hungry"" or ""the""?
A:",hungry,the,0.0
1052,"Q: Which word is longer, ""family"" or ""upset""?
A:",family,upset,0.15
1053,"Q: Which word is longer, ""twice"" or ""bird""?
A:",twice,bird,0.65
1054,"Q: Which word is longer, ""fish"" or ""daughter""?
A:",daughter,fish,0.4
1055,"Q: Which word is longer, ""yeah"" or ""any""?
A:",yeah,any,0.0
1056,"Q: Which word is longer, ""history"" or ""wine""?
A:",history,wine,0.85
1057,"Q: Which word is longer, ""nose"" or ""explain""?
A:",explain,nose,0.7
1058,"Q: Which word is longer, ""cabinet"" or ""dinosaur""?
A:",dinosaur,cabinet,0.15
1059,"Q: Which word is longer, ""farm"" or ""badly""?
A:",badly,farm,0.0
1060,"Q: Which word is longer, ""slice"" or ""how""?
A:",slice,how,0.35
1061,"Q: Which word is longer, ""board"" or ""country""?
A:",country,board,0.45
1062,"Q: Which word is longer, ""rap"" or ""milk""?
A:",milk,rap,0.95
1063,"Q: Which word is longer, ""discount"" or ""draw""?
A:",discount,draw,0.0
1064,"Q: Which word is longer, ""enjoy"" or ""left""?
A:",enjoy,left,0.1
1065,"Q: Which word is longer, ""single"" or ""must""?
A:",single,must,0.9
1066,"Q: Which word is longer, ""send"" or ""close""?
A:",close,send,0.45
1067,"Q: Which word is longer, ""glad"" or ""finger""?
A:",finger,glad,0.5
1068,"Q: Which word is longer, ""blond"" or ""strong""?
A:",strong,blond,0.15
1069,"Q: Which word is longer, ""toe"" or ""dirty""?
A:",dirty,toe,0.2
1070,"Q: Which word is longer, ""name"" or ""polite""?
A:",polite,name,0.0
1071,"Q: Which word is longer, ""things"" or ""hit""?
A:",things,hit,0.2
1072,"Q: Which word is longer, ""eat"" or ""with""?
A:",with,eat,0.1
1073,"Q: Which word is longer, ""same"" or ""broken""?
A:",broken,same,0.0
1074,"Q: Which word is longer, ""money"" or ""playground""?
A:",playground,money,0.55
1075,"Q: Which word is longer, ""yogurt"" or ""kid""?
A:",yogurt,kid,0.25
1076,"Q: Which word is longer, ""quickly"" or ""math""?
A:",quickly,math,0.55
1077,"Q: Which word is longer, ""smoke"" or ""only""?
A:",smoke,only,0.2
1078,"Q: Which word is longer, ""can"" or ""friendly""?
A:",friendly,can,0.6
1079,"Q: Which word is longer, ""half"" or ""daily""?
A:",daily,half,0.0
1080,"Q: Which word is longer, ""most"" or ""skirt""?
A:",skirt,most,0.05
1081,"Q: Which word is longer, ""dog"" or ""water""?
A:",water,dog,0.1
1082,"Q: Which word is longer, ""improve"" or ""sure""?
A:",improve,sure,0.8
1083,"Q: Which word is longer, ""cover"" or ""tram""?
A:",cover,tram,1.0
1084,"Q: Which word is longer, ""know"" or ""space""?
A:",space,know,0.5
1085,"Q: Which word is longer, ""roast"" or ""folder""?
A:",folder,roast,0.3
1086,"Q: Which word is longer, ""wear"" or ""fashion""?
A:",fashion,wear,0.25
1087,"Q: Which word is longer, ""delay"" or ""hospital""?
A:",hospital,delay,0.0
1088,"Q: Which word is longer, ""chef"" or ""other""?
A:",other,chef,0.05
1089,"Q: Which word is longer, ""copy"" or ""we""?
A:",copy,we,0.0
1090,"Q: Which word is longer, ""rugby"" or ""long""?
A:",rugby,long,0.0
1091,"Q: Which word is longer, ""rain"" or ""at""?
A:",rain,at,0.2
1092,"Q: Which word is longer, ""grade"" or ""team""?
A:",grade,team,0.15
1093,"Q: Which word is longer, ""top"" or ""wine""?
A:",wine,top,0.0
1094,"Q: Which word is longer, ""word"" or ""wet""?
A:",word,wet,0.3
1095,"Q: Which word is longer, ""begin"" or ""pig""?
A:",begin,pig,0.8
1096,"Q: Which word is longer, ""document"" or ""pair""?
A:",document,pair,0.6
1097,"Q: Which word is longer, ""cabinet"" or ""wet""?
A:",cabinet,wet,0.3
1098,"Q: Which word is longer, ""under"" or ""history""?
A:",history,under,0.0
1099,"Q: Which word is longer, ""blond"" or ""end""?
A:",blond,end,0.25
1100,"Q: Which word is longer, ""an"" or ""bad""?
A:",bad,an,0.0
1101,"Q: Which word is longer, ""quiet"" or ""fun""?
A:",quiet,fun,0.55
1102,"Q: Which word is longer, ""us"" or ""out""?
A:",out,us,0.3
1103,"Q: Which word is longer, ""east"" or ""factory""?
A:",factory,east,0.0
1104,"Q: Which word is longer, ""bear"" or ""dancer""?
A:",dancer,bear,0.25
1105,"Q: Which word is longer, ""nice"" or ""hat""?
A:",nice,hat,0.55
1106,"Q: Which word is longer, ""plastic"" or ""end""?
A:",plastic,end,0.25
1107,"Q: Which word is longer, ""on"" or ""blanket""?
A:",blanket,on,0.45
1108,"Q: Which word is longer, ""ready"" or ""best""?
A:",ready,best,0.55
1109,"Q: Which word is longer, ""list"" or ""brush""?
A:",brush,list,0.0
1110,"Q: Which word is longer, ""course"" or ""far""?
A:",course,far,0.05
1111,"Q: Which word is longer, ""tie"" or ""maybe""?
A:",maybe,tie,0.3
1112,"Q: Which word is longer, ""out"" or ""history""?
A:",history,out,0.15
1113,"Q: Which word is longer, ""family"" or ""careful""?
A:",careful,family,0.0
1114,"Q: Which word is longer, ""sing"" or ""tea""?
A:",sing,tea,0.0
1115,"Q: Which word is longer, ""modern"" or ""below""?
A:",modern,below,0.05
1116,"Q: Which word is longer, ""milk"" or ""climb""?
A:",climb,milk,0.5
1117,"Q: Which word is longer, ""blouse"" or ""juice""?
A:",blouse,juice,0.5
1118,"Q: Which word is longer, ""soap"" or ""noisy""?
A:",noisy,soap,0.2
1119,"Q: Which word is longer, ""pink"" or ""price""?
A:",price,pink,0.1
1120,"Q: Which word is longer, ""bread"" or ""gray""?
A:",bread,gray,0.15
1121,"Q: Which word is longer, ""buy"" or ""history""?
A:",history,buy,0.5
1122,"Q: Which word is longer, ""ear"" or ""pilot""?
A:",pilot,ear,0.0
1123,"Q: Which word is longer, ""ask"" or ""speak""?
A:",speak,ask,0.55
