question_id,prompt,correct_answer,distractor,correct
823,"Q: In an alphabetical order, which of the words ""star"" and ""machine"" comes first?
A:",machine,star,0.2
824,"Q: In an alphabetical order, which of the words ""baby"" and ""that"" comes first?
A:",baby,that,0.4
825,"Q: In an alphabetical order, which of the words ""speaker"" and ""around"" comes first?
A:",around,speaker,0.0
826,"Q: In an alphabetical order, which of the words ""granddad"" and ""behind"" comes first?
A:",behind,granddad,0.5
827,"Q: In an alphabetical order, which of the words ""chair"" and ""sit"" comes first?
A:",chair,sit,0.7
828,"Q: In an alphabetical order, which of the words ""wallet"" and ""meet"" comes first?
A:",meet,wallet,0.2
829,"Q: In an alphabetical order, which of the words ""yet"" and ""tired"" comes first?
A:",tired,yet,0.1
830,"Q: In an alphabetical order, which of the words ""early"" and ""international"" comes first?
A:",early,international,0.25
831,"Q: In an alphabetical order, which of the words ""cricket"" and ""pack"" comes first?
A:",cricket,pack,0.05
832,"Q: In an alphabetical order, which of the words ""after"" and ""software"" comes first?
A:",after,software,0.55
833,"Q: In an alphabetical order, which of the words ""studies"" and ""memory"" comes first?
A:",memory,studies,0.8
834,"Q: In an alphabetical order, which of the words ""have"" and ""your"" comes first?
A:",have,your,0.05
835,"Q: In an alphabetical order, which of the words ""racket"" and ""singer"" comes first?
A:",racket,singer,0.5
836,"Q: In an alphabetical order, which of the words ""stand"" and ""dressed"" comes first?
A:",dressed,stand,0.2
837,"Q: In an alphabetical order, which of the words ""night"" and ""answer"" comes first?
A:",answer,night,0.3
838,"Q: In an alphabetical order, which of the words ""mail"" and ""his"" comes first?
A:",his,mail,0.6
839,"Q: In an alphabetical order, which of the words ""details"" and ""west"" comes first?
A:",details,west,0.8
840,"Q: In an alphabetical order, which of the words ""twice"" and ""sign"" comes first?
A:",sign,twice,0.1
841,"Q: In an alphabetical order, which of the words ""tourist"" and ""airplane"" comes first?
A:",airplane,tourist,0.45
842,"Q: In an alphabetical order, which of the words ""boyfriend"" and ""handball"" comes first?
A:",boyfriend,handball,0.75
843,"Q: In an alphabetical order, which of the words ""actually"" and ""sink"" comes first?
A:",actually,sink,0.65
844,"Q: In an alphabetical order, which of the words ""tonight"" and ""identification"" comes first?
A:",identification,tonight,0.65
845,"Q: In an alphabetical order, which of the words ""case"" and ""except"" comes first?
A:",case,except,0.4
846,"Q: In an alphabetical order, which of the words ""possible"" and ""animal"" comes first?
A:",animal,possible,0.8
847,"Q: In an alphabetical order, which of the words ""pen"" and ""yogurt"" comes first?
A:",pen,yogurt,0.95
848,"Q: In an alphabetical order, which of the words ""kitchen"" and ""click"" comes first?
A:",click,kitchen,0.15
849,"Q: In an alphabetical order, which of the words ""curtain"" and ""stomach"" comes first?
A:",curtain,stomach,0.2
850,"Q: In an alphabetical order, which of the words ""chemistry"" and ""calendar"" comes first?
A:",calendar,chemistry,0.35
851,"Q: In an alphabetical order, which of the words ""it"" and ""below"" comes first?
A:",below,it,1.0
852,"Q: In an alphabetical order, which of the words ""subway"" and ""anyone"" comes first?
A:",anyone,subway,0.7
853,"Q: In an alphabetical order, which of the words ""yesterday"" and ""machine"" comes first?
A:",machine,yesterday,0.4
854,"Q: In an alphabetical order, which of the words ""sick"" and ""ship"" comes first?
A:",ship,sick,0.15
855,"Q: In an alphabetical order, which of the words ""schedule"" and ""decide"" comes first?
A:",decide,schedule,0.2
856,"Q: In an alphabetical order, which of the words ""bad"" and ""village"" comes first?
A:",bad,village,0.1
857,"Q: In an alphabetical order, which of the words ""heat"" and ""waiter"" comes first?
A:",heat,waiter,0.05
858,"Q: In an alphabetical order, which of the words ""sunglasses"" and ""add"" comes first?
A:",add,sunglasses,0.45
859,"Q: In an alphabetical order, which of the words ""she"" and ""chicken"" comes first?
A:",chicken,she,0.0
860,"Q: In an alphabetical order, which of the words ""along"" and ""thank"" comes first?
A:",along,thank,0.75
861,"Q: In an alphabetical order, which of the words ""pasta"" and ""mountain"" comes first?
A:",mountain,pasta,0.3
862,"Q: In an alphabetical order, which of the words ""find"" and ""exercise"" comes first?
A:",exercise,find,0.4
863,"Q: In an alphabetical order, which of the words ""playground"" and ""volleyball"" comes first?
A:",playground,volleyball,0.55
864,"Q: In an alphabetical order, which of the words ""woman"" and ""strange"" comes first?
A:",strange,woman,0.0
865,"Q: In an alphabetical order, which of the words ""accident"" and ""his"" comes first?
A:",accident,his,0.05
866,"Q: In an alphabetical order, which of the words ""nationality"" and ""beard"" comes first?
A:",beard,nationality,0.15
867,"Q: In an alphabetical order, which of the words ""puzzle"" and ""sugar"" comes first?
A:",puzzle,sugar,0.15
868,"Q: In an alphabetical order, which of the words ""bed"" and ""dry"" comes first?
A:",bed,dry,0.3
869,"Q: In an alphabetical order, which of the words ""cut"" and ""sneaker"" comes first?
A:",cut,sneaker,0.35
870,"Q: In an alphabetical order, which of the words ""waiter"" and ""brush"" comes first?
A:",brush,waiter,0.0
871,"Q: In an alphabetical order, which of the words ""banking"" and ""gift"" comes first?
A:",banking,gift,0.75
872,"Q: In an alphabetical order, which of the words ""almost"" and ""help"" comes first?
A:",almost,help,0.7
873,"Q: In an alphabetical order, which of the words ""very"" and ""black"" comes first?
A:",black,very,0.15
874,"Q: In an alphabetical order, which of the words ""chicken"" and ""fantastic"" comes first?
A:",chicken,fantastic,0.7
875,"Q: In an alphabetical order, which of the words ""diary"" and ""when"" comes first?
A:",diary,when,0.4
876,"Q: In an alphabetical order, which of the words ""sausage"" and ""deck"" comes first?
A:",deck,sausage,0.1
877,"Q: In an alphabetical order, which of the words ""repeat"" and ""once"" comes first?
A:",once,repeat,0.6
878,"Q: In an alphabetical order, which of the words ""foggy"" and ""dollar"" comes first?
A:",dollar,foggy,0.25
879,"Q: In an alphabetical order, which of the words ""especially"" and ""meat"" comes first?
A:",especially,meat,0.15
880,"Q: In an alphabetical order, which of the words ""meeting"" and ""dirty"" comes first?
A:",dirty,meeting,0.15
881,"Q: In an alphabetical order, which of the words ""screen"" and ""worker"" comes first?
A:",screen,worker,0.75
882,"Q: In an alphabetical order, which of the words ""racket"" and ""walk"" comes first?
A:",racket,walk,0.4
883,"Q: In an alphabetical order, which of the words ""schedule"" and ""police"" comes first?
A:",police,schedule,0.15
884,"Q: In an alphabetical order, which of the words ""worker"" and ""snack"" comes first?
A:",snack,worker,0.2
885,"Q: In an alphabetical order, which of the words ""since"" and ""word"" comes first?
A:",since,word,0.25
886,"Q: In an alphabetical order, which of the words ""describe"" and ""hurry"" comes first?
A:",describe,hurry,0.4
887,"Q: In an alphabetical order, which of the words ""granddad"" and ""stomachache"" comes first?
A:",granddad,stomachache,0.3
888,"Q: In an alphabetical order, which of the words ""yeah"" and ""cathedral"" comes first?
A:",cathedral,yeah,0.0
889,"Q: In an alphabetical order, which of the words ""date"" and ""price"" comes first?
A:",date,price,0.6
890,"Q: In an alphabetical order, which of the words ""exam"" and ""noun"" comes first?
A:",exam,noun,0.7
891,"Q: In an alphabetical order, which of the words ""fruit"" and ""license"" comes first?
A:",fruit,license,0.45
892,"Q: In an alphabetical order, which of the words ""whole"" and ""instructions"" comes first?
A:",instructions,whole,0.2
893,"Q: In an alphabetical order, which of the words ""photograph"" and ""postcard"" comes first?
A:",photograph,postcard,0.4
894,"Q: In an alphabetical order, which of the words ""banking"" and ""hello"" comes first?
A:",banking,hello,0.5
895,"Q: In an alphabetical order, which of the words ""mom"" and ""invite"" comes first?
A:",invite,mom,0.2
896,"Q: In an alphabetical order, which of the words ""grandchild"" and ""colleague"" comes first?
A:",colleague,grandchild,0.25
897,"Q: In an alphabetical order, which of the words ""shorts"" and ""blackboard"" comes first?
A:",blackboard,shorts,0.1
898,"Q: In an alphabetical order, which of the words ""real"" and ""maybe"" comes first?
A:",maybe,real,0.85
899,"Q: In an alphabetical order, which of the words ""king"" and ""star"" comes first?
A:",king,star,0.3
900,"Q: In an alphabetical order, which of the words ""century"" and ""electric"" comes first?
A:",century,electric,0.5
901,"Q: In an alphabetical order, which of the words ""nearly"" and ""sink"" comes first?
A:",nearly,sink,0.35
902,"Q: In an alphabetical order, which of the words ""both"" and ""notice"" comes first?
A:",both,notice,0.6
903,"Q: In an alphabetical order, which of the words ""rent"" and ""scissors"" comes first?
A:",rent,scissors,0.55
904,"Q: In an alphabetical order, which of the words ""speak"" and ""theirs"" comes first?
A:",speak,theirs,0.15
905,"Q: In an alphabetical order, which of the words ""busy"" and ""free"" comes first?
A:",busy,free,0.1
906,"Q: In an alphabetical order, which of the words ""who"" and ""child"" comes first?
A:",child,who,0.45
907,"Q: In an alphabetical order, which of the words ""almost"" and ""steal"" comes first?
A:",almost,steal,0.65
908,"Q: In an alphabetical order, which of the words ""midnight"" and ""year"" comes first?
A:",midnight,year,0.1
909,"Q: In an alphabetical order, which of the words ""swimming"" and ""key"" comes first?
A:",key,swimming,0.35
910,"Q: In an alphabetical order, which of the words ""interested"" and ""examination"" comes first?
A:",examination,interested,0.25
911,"Q: In an alphabetical order, which of the words ""advanced"" and ""umbrella"" comes first?
A:",advanced,umbrella,0.2
912,"Q: In an alphabetical order, which of the words ""them"" and ""stadium"" comes first?
A:",stadium,them,0.0
913,"Q: In an alphabetical order, which of the words ""expensive"" and ""yes"" comes first?
A:",expensive,yes,0.65
914,"Q: In an alphabetical order, which of the words ""full"" and ""busy"" comes first?
A:",busy,full,0.1
915,"Q: In an alphabetical order, which of the words ""bank"" and ""include"" comes first?
A:",bank,include,0.5
916,"Q: In an alphabetical order, which of the words ""police"" and ""skateboarding"" comes first?
A:",police,skateboarding,0.65
917,"Q: In an alphabetical order, which of the words ""lemon"" and ""telephone"" comes first?
A:",lemon,telephone,0.0
918,"Q: In an alphabetical order, which of the words ""love"" and ""sick"" comes first?
A:",love,sick,0.2
919,"Q: In an alphabetical order, which of the words ""traffic"" and ""day"" comes first?
A:",day,traffic,0.75
920,"Q: In an alphabetical order, which of the words ""sweet"" and ""neck"" comes first?
A:",neck,sweet,0.8
921,"Q: In an alphabetical order, which of the words ""really"" and ""cola"" comes first?
A:",cola,really,0.1
922,"Q: In an alphabetical order, which of the words ""grandpa"" and ""theirs"" comes first?
A:",grandpa,theirs,0.0
923,"Q: In an alphabetical order, which of the words ""practice"" and ""luck"" comes first?
A:",luck,practice,0.2
924,"Q: In an alphabetical order, which of the words ""thin"" and ""comparative"" comes first?
A:",comparative,thin,0.7
925,"Q: In an alphabetical order, which of the words ""pray"" and ""roommate"" comes first?
A:",pray,roommate,0.0
926,"Q: In an alphabetical order, which of the words ""comparative"" and ""shut"" comes first?
A:",comparative,shut,0.75
927,"Q: In an alphabetical order, which of the words ""life"" and ""straight"" comes first?
A:",life,straight,0.05
928,"Q: In an alphabetical order, which of the words ""favorite"" and ""should"" comes first?
A:",favorite,should,0.45
929,"Q: In an alphabetical order, which of the words ""near"" and ""low"" comes first?
A:",low,near,0.15
930,"Q: In an alphabetical order, which of the words ""nurse"" and ""example"" comes first?
A:",example,nurse,0.45
931,"Q: In an alphabetical order, which of the words ""available"" and ""use"" comes first?
A:",available,use,0.25
932,"Q: In an alphabetical order, which of the words ""stand"" and ""telephone"" comes first?
A:",stand,telephone,0.05
933,"Q: In an alphabetical order, which of the words ""yard"" and ""anyone"" comes first?
A:",anyone,yard,0.55
934,"Q: In an alphabetical order, which of the words ""friend"" and ""purse"" comes first?
A:",friend,purse,0.65
935,"Q: In an alphabetical order, which of the words ""appointment"" and ""air"" comes first?
A:",air,appointment,0.05
936,"Q: In an alphabetical order, which of the words ""camera"" and ""club"" comes first?
A:",camera,club,0.85
937,"Q: In an alphabetical order, which of the words ""text"" and ""open"" comes first?
A:",open,text,0.25
938,"Q: In an alphabetical order, which of the words ""above"" and ""mirror"" comes first?
A:",above,mirror,0.8
939,"Q: In an alphabetical order, which of the words ""supper"" and ""wonderful"" comes first?
A:",supper,wonderful,0.3
940,"Q: In an alphabetical order, which of the words ""sweets"" and ""dear"" comes first?
A:",dear,sweets,0.2
941,"Q: In an alphabetical order, which of the words ""ham"" and ""stove"" comes first?
A:",ham,stove,0.3
942,"Q: In an alphabetical order, which of the words ""doll"" and ""final"" comes first?
A:",doll,final,0.65
943,"Q: In an alphabetical order, which of the words ""mango"" and ""fresh"" comes first?
A:",fresh,mango,0.25
944,"Q: In an alphabetical order, which of the words ""wooden"" and ""please"" comes first?
A:",please,wooden,0.1
945,"Q: In an alphabetical order, which of the words ""under"" and ""on"" comes first?
A:",on,under,0.55
946,"Q: In an alphabetical order, which of the words ""customer"" and ""carrot"" comes first?
A:",carrot,customer,0.3
947,"Q: In an alphabetical order, which of the words ""actor"" and ""summer"" comes first?
A:",actor,summer,0.8
948,"Q: In an alphabetical order, which of the words ""exit"" and ""refrigerator"" comes first?
A:",exit,refrigerator,1.0
949,"Q: In an alphabetical order, which of the words ""college"" and ""talk"" comes first?
A:",college,talk,0.25
950,"Q: In an alphabetical order, which of the words ""near"" and ""jam"" comes first?
A:",jam,near,0.15
951,"Q: In an alphabetical order, which of the words ""warm"" and ""knife"" comes first?
A:",knife,warm,0.7
952,"Q: In an alphabetical order, which of the words ""photograph"" and ""poster"" comes first?
A:",photograph,poster,0.45
953,"Q: In an alphabetical order, which of the words ""could"" and ""waiter"" comes first?
A:",could,waiter,0.2
954,"Q: In an alphabetical order, which of the words ""quickly"" and ""look"" comes first?
A:",look,quickly,0.45
955,"Q: In an alphabetical order, which of the words ""pig"" and ""where"" comes first?
A:",pig,where,0.3
956,"Q: In an alphabetical order, which of the words ""hobby"" and ""hers"" comes first?
A:",hers,hobby,0.3
957,"Q: In an alphabetical order, which of the words ""yourself"" and ""garage"" comes first?
A:",garage,yourself,0.2
958,"Q: In an alphabetical order, which of the words ""disco"" and ""another"" comes first?
A:",another,disco,0.65
959,"Q: In an alphabetical order, which of the words ""project"" and ""pool"" comes first?
A:",pool,project,0.0
960,"Q: In an alphabetical order, which of the words ""help"" and ""certainly"" comes first?
A:",certainly,help,0.7
961,"Q: In an alphabetical order, which of the words ""swimming"" and ""instructions"" comes first?
A:",instructions,swimming,0.6
962,"Q: In an alphabetical order, which of the words ""slow"" and ""second"" comes first?
A:",second,slow,0.5
963,"Q: In an alphabetical order, which of the words ""bill"" and ""later"" comes first?
A:",bill,later,0.55
964,"Q: In an alphabetical order, which of the words ""bill"" and ""yourself"" comes first?
A:",bill,yourself,0.15
965,"Q: In an alphabetical order, which of the words ""bicycle"" and ""under"" comes first?
A:",bicycle,under,0.15
966,"Q: In an alphabetical order, which of the words ""its"" and ""colleague"" comes first?
A:",colleague,its,0.15
967,"Q: In an alphabetical order, which of the words ""yet"" and ""businessman"" comes first?
A:",businessman,yet,0.0
968,"Q: In an alphabetical order, which of the words ""already"" and ""vegetable"" comes first?
A:",already,vegetable,0.95
969,"Q: In an alphabetical order, which of the words ""taxi"" and ""nice"" comes first?
A:",nice,taxi,0.6
970,"Q: In an alphabetical order, which of the words ""juice"" and ""backpack"" comes first?
A:",backpack,juice,0.95
971,"Q: In an alphabetical order, which of the words ""magic"" and ""once"" comes first?
A:",magic,once,0.05
972,"Q: In an alphabetical order, which of the words ""piece"" and ""movie"" comes first?
A:",movie,piece,0.15
973,"Q: In an alphabetical order, which of the words ""ham"" and ""mad"" comes first?
A:",ham,mad,0.3
974,"Q: In an alphabetical order, which of the words ""dirty"" and ""go"" comes first?
A:",dirty,go,0.7
975,"Q: In an alphabetical order, which of the words ""swimsuit"" and ""crowd"" comes first?
A:",crowd,swimsuit,0.1
976,"Q: In an alphabetical order, which of the words ""list"" and ""dessert"" comes first?
A:",dessert,list,0.65
977,"Q: In an alphabetical order, which of the words ""show"" and ""friendly"" comes first?
A:",friendly,show,0.85
978,"Q: In an alphabetical order, which of the words ""watch"" and ""east"" comes first?
A:",east,watch,0.8
979,"Q: In an alphabetical order, which of the words ""hate"" and ""raincoat"" comes first?
A:",hate,raincoat,0.15
980,"Q: In an alphabetical order, which of the words ""throw"" and ""doctor"" comes first?
A:",doctor,throw,0.7
981,"Q: In an alphabetical order, which of the words ""tomorrow"" and ""cannot"" comes first?
A:",cannot,tomorrow,0.0
982,"Q: In an alphabetical order, which of the words ""face"" and ""slowly"" comes first?
A:",face,slowly,0.5
983,"Q: In an alphabetical order, which of the words ""morning"" and ""clear"" comes first?
A:",clear,morning,0.15
984,"Q: In an alphabetical order, which of the words ""healthy"" and ""cola"" comes first?
A:",cola,healthy,0.2
985,"Q: In an alphabetical order, which of the words ""cafeteria"" and ""competition"" comes first?
A:",cafeteria,competition,0.25
986,"Q: In an alphabetical order, which of the words ""teach"" and ""tourist"" comes first?
A:",teach,tourist,0.3
987,"Q: In an alphabetical order, which of the words ""swim"" and ""grandfather"" comes first?
A:",grandfather,swim,0.35
988,"Q: In an alphabetical order, which of the words ""soul"" and ""worse"" comes first?
A:",soul,worse,0.5
989,"Q: In an alphabetical order, which of the words ""amazing"" and ""hiking"" comes first?
A:",amazing,hiking,0.65
990,"Q: In an alphabetical order, which of the words ""grandparent"" and ""umbrella"" comes first?
A:",grandparent,umbrella,0.55
991,"Q: In an alphabetical order, which of the words ""tights"" and ""unhappy"" comes first?
A:",tights,unhappy,0.5
992,"Q: In an alphabetical order, which of the words ""father"" and ""belt"" comes first?
A:",belt,father,0.0
993,"Q: In an alphabetical order, which of the words ""dead"" and ""cash"" comes first?
A:",cash,dead,0.0
994,"Q: In an alphabetical order, which of the words ""secretary"" and ""green"" comes first?
A:",green,secretary,0.0
995,"Q: In an alphabetical order, which of the words ""bread"" and ""things"" comes first?
A:",bread,things,0.5
996,"Q: In an alphabetical order, which of the words ""pig"" and ""activity"" comes first?
A:",activity,pig,0.85
997,"Q: In an alphabetical order, which of the words ""phone"" and ""bean"" comes first?
A:",bean,phone,0.4
998,"Q: In an alphabetical order, which of the words ""kid"" and ""herself"" comes first?
A:",herself,kid,0.25
999,"Q: In an alphabetical order, which of the words ""band"" and ""tomato"" comes first?
A:",band,tomato,0.1
1000,"Q: In an alphabetical order, which of the words ""corner"" and ""boyfriend"" comes first?
A:",boyfriend,corner,0.9
1001,"Q: In an alphabetical order, which word comes first, ""beach"" or ""silver""?
A:",beach,silver,0.05
1002,"Q: In an alphabetical order, which word comes first, ""at"" or ""policewoman""?
A:",at,policewoman,0.25
1003,"Q: In an alphabetical order, which word comes first, ""quarter"" or ""save""?
A:",quarter,save,0.4
1004,"Q: In an alphabetical order, which word comes first, ""plant"" or ""railroad""?
A:",plant,railroad,0.2
1005,"Q: In an alphabetical order, which word comes first, ""hockey"" or ""knife""?
A:",hockey,knife,0.65
1006,"Q: In an alphabetical order, which word comes first, ""may"" or ""motorcycle""?
A:",may,motorcycle,0.55
1007,"Q: In an alphabetical order, which word comes first, ""for"" or ""afternoon""?
A:",afternoon,for,0.25
1008,"Q: In an alphabetical order, which word comes first, ""wet"" or ""rest""?
A:",rest,wet,0.15
1009,"Q: In an alphabetical order, which word comes first, ""slim"" or ""easily""?
A:",easily,slim,0.2
1010,"Q: In an alphabetical order, which word comes first, ""barbecue"" or ""rent""?
A:",barbecue,rent,0.05
1011,"Q: In an alphabetical order, which word comes first, ""work"" or ""license""?
A:",license,work,0.85
1012,"Q: In an alphabetical order, which word comes first, ""extra"" or ""too""?
A:",extra,too,0.0
1013,"Q: In an alphabetical order, which word comes first, ""immediately"" or ""somewhere""?
A:",immediately,somewhere,0.0
1014,"Q: In an alphabetical order, which word comes first, ""street"" or ""hurry""?
A:",hurry,street,0.3
1015,"Q: In an alphabetical order, which word comes first, ""morning"" or ""ship""?
A:",morning,ship,0.4
1016,"Q: In an alphabetical order, which word comes first, ""sunglasses"" or ""racket""?
A:",racket,sunglasses,0.3
1017,"Q: In an alphabetical order, which word comes first, ""sunny"" or ""strong""?
A:",strong,sunny,0.05
1018,"Q: In an alphabetical order, which word comes first, ""nurse"" or ""enter""?
A:",enter,nurse,0.45
1019,"Q: In an alphabetical order, which word comes first, ""dessert"" or ""circle""?
A:",circle,dessert,0.6
1020,"Q: In an alphabetical order, which word comes first, ""fresh"" or ""modern""?
A:",fresh,modern,0.1
1021,"Q: In an alphabetical order, which word comes first, ""south"" or ""my""?
A:",my,south,0.75
1022,"Q: In an alphabetical order, which word comes first, ""market"" or ""vegetable""?
A:",market,vegetable,0.55
1023,"Q: In an alphabetical order, which word comes first, ""plane"" or ""bottom""?
A:",bottom,plane,0.45
1024,"Q: In an alphabetical order, which word comes first, ""lunchtime"" or ""watch""?
A:",lunchtime,watch,0.4
1025,"Q: In an alphabetical order, which word comes first, ""sport"" or ""country""?
A:",country,sport,0.9
1026,"Q: In an alphabetical order, which word comes first, ""dress"" or ""just""?
A:",dress,just,0.0
1027,"Q: In an alphabetical order, which word comes first, ""west"" or ""plus""?
A:",plus,west,0.85
1028,"Q: In an alphabetical order, which word comes first, ""grass"" or ""last""?
A:",grass,last,0.05
1029,"Q: In an alphabetical order, which word comes first, ""crowded"" or ""computer""?
A:",computer,crowded,0.45
1030,"Q: In an alphabetical order, which word comes first, ""ago"" or ""all""?
A:",ago,all,0.6
1031,"Q: In an alphabetical order, which word comes first, ""cake"" or ""hate""?
A:",cake,hate,0.25
1032,"Q: In an alphabetical order, which word comes first, ""grilled"" or ""cook""?
A:",cook,grilled,0.25
1033,"Q: In an alphabetical order, which word comes first, ""opera"" or ""meeting""?
A:",meeting,opera,0.95
1034,"Q: In an alphabetical order, which word comes first, ""pleasant"" or ""sell""?
A:",pleasant,sell,0.1
1035,"Q: In an alphabetical order, which word comes first, ""strange"" or ""hurry""?
A:",hurry,strange,0.25
1036,"Q: In an alphabetical order, which word comes first, ""hotel"" or ""love""?
A:",hotel,love,0.2
1037,"Q: In an alphabetical order, which word comes first, ""shopping"" or ""theater""?
A:",shopping,theater,0.0
1038,"Q: In an alphabetical order, which word comes first, ""lemon"" or ""latest""?
A:",latest,lemon,0.85
1039,"Q: In an alphabetical order, which word comes first, ""remember"" or ""should""?
A:",remember,should,0.1
1040,"Q: In an alphabetical order, which word comes first, ""comic"" or ""street""?
A:",comic,street,0.5
1041,"Q: In an alphabetical order, which word comes first, ""directions"" or ""square""?
A:",directions,square,0.0
1042,"Q: In an alphabetical order, which word comes first, ""waitress"" or ""midnight""?
A:",midnight,waitress,0.0
1043,"Q: In an alphabetical order, which word comes first, ""question"" or ""boot""?
A:",boot,question,0.15
1044,"Q: In an alphabetical order, which word comes first, ""gas"" or ""sausage""?
A:",gas,sausage,0.6
1045,"Q: In an alphabetical order, which word comes first, ""oh"" or ""in""?
A:",in,oh,0.8
1046,"Q: In an alphabetical order, which word comes first, ""mirror"" or ""lucky""?
A:",lucky,mirror,0.85
1047,"Q: In an alphabetical order, which word comes first, ""group"" or ""castle""?
A:",castle,group,0.65
1048,"Q: In an alphabetical order, which word comes first, ""street"" or ""sausage""?
A:",sausage,street,0.2
1049,"Q: In an alphabetical order, which word comes first, ""policeman"" or ""single""?
A:",policeman,single,0.2
1050,"Q: In an alphabetical order, which word comes first, ""group"" or ""below""?
A:",below,group,0.95
1051,"Q: In an alphabetical order, which word comes first, ""twice"" or ""curtain""?
A:",curtain,twice,0.0
1052,"Q: In an alphabetical order, which word comes first, ""toilet"" or ""card""?
A:",card,toilet,0.8
1053,"Q: In an alphabetical order, which word comes first, ""call"" or ""computer""?
A:",call,computer,0.1
1054,"Q: In an alphabetical order, which word comes first, ""mango"" or ""sunny""?
A:",mango,sunny,0.0
1055,"Q: In an alphabetical order, which word comes first, ""important"" or ""woods""?
A:",important,woods,0.0
1056,"Q: In an alphabetical order, which word comes first, ""glass"" or ""fly""?
A:",fly,glass,0.2
1057,"Q: In an alphabetical order, which word comes first, ""reading"" or ""boat""?
A:",boat,reading,0.35
1058,"Q: In an alphabetical order, which word comes first, ""very"" or ""strong""?
A:",strong,very,0.35
1059,"Q: In an alphabetical order, which word comes first, ""bicycle"" or ""yellow""?
A:",bicycle,yellow,0.2
1060,"Q: In an alphabetical order, which word comes first, ""worker"" or ""lunch""?
A:",lunch,worker,0.6
1061,"Q: In an alphabetical order, which word comes first, ""now"" or ""mountain""?
A:",mountain,now,0.8
1062,"Q: In an alphabetical order, which word comes first, ""normal"" or ""jazz""?
A:",jazz,normal,0.5
1063,"Q: In an alphabetical order, which word comes first, ""clear"" or ""thing""?
A:",clear,thing,0.2
1064,"Q: In an alphabetical order, which word comes first, ""them"" or ""crazy""?
A:",crazy,them,0.0
1065,"Q: In an alphabetical order, which word comes first, ""details"" or ""space""?
A:",details,space,0.5
1066,"Q: In an alphabetical order, which word comes first, ""often"" or ""next""?
A:",next,often,0.85
1067,"Q: In an alphabetical order, which word comes first, ""shop"" or ""discuss""?
A:",discuss,shop,0.9
1068,"Q: In an alphabetical order, which word comes first, ""wrong"" or ""tram""?
A:",tram,wrong,0.3
1069,"Q: In an alphabetical order, which word comes first, ""grandparent"" or ""company""?
A:",company,grandparent,0.6
1070,"Q: In an alphabetical order, which word comes first, ""cola"" or ""enjoy""?
A:",cola,enjoy,0.0
1071,"Q: In an alphabetical order, which word comes first, ""know"" or ""tourist""?
A:",know,tourist,0.25
1072,"Q: In an alphabetical order, which word comes first, ""pleasant"" or ""candy""?
A:",candy,pleasant,0.15
1073,"Q: In an alphabetical order, which word comes first, ""garlic"" or ""gift""?
A:",garlic,gift,0.1
1074,"Q: In an alphabetical order, which word comes first, ""advertisement"" or ""policewoman""?
A:",advertisement,policewoman,0.05
1075,"Q: In an alphabetical order, which word comes first, ""cheese"" or ""violin""?
A:",cheese,violin,0.55
1076,"Q: In an alphabetical order, which word comes first, ""when"" or ""comic""?
A:",comic,when,0.8
1077,"Q: In an alphabetical order, which word comes first, ""summer"" or ""shelf""?
A:",shelf,summer,0.65
1078,"Q: In an alphabetical order, which word comes first, ""heart"" or ""difficult""?
A:",difficult,heart,0.45
1079,"Q: In an alphabetical order, which word comes first, ""salesperson"" or ""uniform""?
A:",salesperson,uniform,0.6
1080,"Q: In an alphabetical order, which word comes first, ""flower"" or ""rock""?
A:",flower,rock,0.0
1081,"Q: In an alphabetical order, which word comes first, ""subway"" or ""camping""?
A:",camping,subway,0.5
1082,"Q: In an alphabetical order, which word comes first, ""photograph"" or ""most""?
A:",most,photograph,0.0
1083,"Q: In an alphabetical order, which word comes first, ""sleep"" or ""read""?
A:",read,sleep,1.0
1084,"Q: In an alphabetical order, which word comes first, ""a"" or ""comparative""?
A:",a,comparative,0.3
1085,"Q: In an alphabetical order, which word comes first, ""foggy"" or ""child""?
A:",child,foggy,0.9
1086,"Q: In an alphabetical order, which word comes first, ""clock"" or ""question""?
A:",clock,question,0.45
1087,"Q: In an alphabetical order, which word comes first, ""brush"" or ""negative""?
A:",brush,negative,0.6
1088,"Q: In an alphabetical order, which word comes first, ""midnight"" or ""till""?
A:",midnight,till,0.0
1089,"Q: In an alphabetical order, which word comes first, ""notice"" or ""notebook""?
A:",notebook,notice,0.2
1090,"Q: In an alphabetical order, which word comes first, ""drawing"" or ""anything""?
A:",anything,drawing,0.95
1091,"Q: In an alphabetical order, which word comes first, ""mechanic"" or ""may""?
A:",may,mechanic,0.05
1092,"Q: In an alphabetical order, which word comes first, ""mean"" or ""library""?
A:",library,mean,0.55
1093,"Q: In an alphabetical order, which word comes first, ""holiday"" or ""meeting""?
A:",holiday,meeting,0.15
1094,"Q: In an alphabetical order, which word comes first, ""a"" or ""fantastic""?
A:",a,fantastic,0.45
1095,"Q: In an alphabetical order, which word comes first, ""block"" or ""less""?
A:",block,less,0.15
1096,"Q: In an alphabetical order, which word comes first, ""adult"" or ""sick""?
A:",adult,sick,0.65
1097,"Q: In an alphabetical order, which word comes first, ""job"" or ""receive""?
A:",job,receive,0.15
1098,"Q: In an alphabetical order, which word comes first, ""time"" or ""money""?
A:",money,time,0.5
1099,"Q: In an alphabetical order, which word comes first, ""its"" or ""sink""?
A:",its,sink,0.15
